no,match_id,leagueid,key,value,data_year
171464,7364886226,14915,umbrella,1,2023
41621,7610474632,16201,remember,1,2024
205844,7488570517,15716,wp,2,2023
37288,7597513764,16207,you,1,2024
19383,7556571091,16140,aweolkaewokaweo,1,2024
24259,7568347205,16109,lina,1,2024
155714,7323273676,15655,inet,1,2023
34959,7592216023,15901,il,1,2024
200872,7462264094,15900,gwr,2,2023
32748,7585955320,15819,g,1,2024
5976,7537469673,12903,че,1,2024
205078,7484579898,15901,game,1,2023
165961,7348146379,14915,g,1,2023
163122,7342374299,15739,creeps,1,2023
38120,7600275360,15981,gg,4,2024
208412,7501586005,15892,gg,2,2023
187885,7435319789,15909,glgl,1,2023
177231,7388936922,15678,happens,1,2023
189316,7436000476,15909,mis,1,2023
193635,7439500155,15909,gege,1,2023
196667,7446918114,15892,syr,1,2023
11438,7547276228,16077,a,1,2024
12276,7548190046,15898,telling,1,2024
202802,7474602971,15660,wp,1,2023
198731,7454965033,15660,wp,1,2023
11466,7547294651,16077,wp,1,2024
168172,7353024756,14691,f,1,2023
19683,7557625772,15901,stop,2,2024
184176,7422317307,14915,ez,1,2023
38272,7600854609,16248,hf,3,2024
20041,7557855134,16077,crash,1,2024
203024,7475697533,15931,class,1,2023
200145,7459742972,12903,звал,1,2023
4744,7534532357,15901,прав,1,2024
172904,7371933295,12903,тобой,1,2023
39290,7604804143,15901,u,1,2024
41949,7611238489,16109,wp,1,2024
31596,7581941783,16251,баланса,1,2024
207829,7498496085,15819,gg,3,2023
209138,7504030894,12903,пасчибки,1,2023
183966,7421592295,15850,por,4,2023
194896,7442177277,15806,давно,1,2023
15466,7550704109,16140,for,1,2024
21269,7559188940,15901,а,1,2024
3132,7530075738,16053,miedo,1,2024
35387,7593851142,16274,инвокере,1,2024
40224,7607094907,16274,левой,1,2024
37357,7598077653,15901,дядя,1,2024
153893,7316940062,15674,wp,1,2023
208013,7499744244,15660,wp,1,2023
179314,7397414069,14915,g,3,2023
202894,7474896779,15901,вейт,1,2023
37021,7596968781,16079,ur,2,2024
201398,7465098714,15960,sry,1,2023
20332,7557949052,16077,paying,1,2024
182737,7416785583,15815,gg,5,2023
36741,7596816539,15899,pie,1,2024
196048,7444773564,15892,w,1,2023
8692,7545452775,16077,get,1,2024
5704,7537298215,12903,да,2,2024
210523,7512282180,15901,это,2,2023
199722,7458304266,15891,he,1,2023
167788,7352203919,14915,тг,1,2023
173721,7373712545,15677,ммр,1,2023
195518,7443602819,15909,fps,1,2023
8891,7545474417,16077,for,2,2024
153851,7316112803,14915,io,1,2023
40363,7607274230,16201,r,1,2024
2181,7529317317,16053,pinoy,1,2024
186743,7435043050,15909,пожалуйста,1,2023
207471,7495452367,15960,we,1,2023
28547,7576887076,16184,carnach,1,2024
207178,7493173222,12903,почти,1,2023
162441,7341436959,14915,ladno,1,2023
19612,7557429359,16006,сказал,1,2024
194815,7441923716,15806,-ping,1,2023
168771,7354666475,14915,не,2,2023
20184,7557904057,16077,tings,1,2024
2081,7529165129,16053,will,1,2024
177838,7391531823,15660,gg,1,2023
3542,7531040242,16053,gg,7,2024
22774,7563983786,16190,true,1,2024
16746,7552495335,16140,которые,1,2024
38209,7600687930,15819,gg,6,2024
192200,7439167161,15909,victory,1,2023
158167,7330618104,15655,spikes,1,2023
167771,7352203919,14915,pls,1,2023
31314,7581685965,16251,он,1,2024
32930,7586425526,15901,паша,1,2024
171044,7363895461,14915,legend,1,2023
200383,7460076897,15891,minute,1,2023
31699,7581941783,16251,некст,2,2024
154962,7319777503,15660,gg,2,2023
176172,7383281442,15678,gwr,5,2023
6474,7538962870,16053,g,1,2024
24763,7568521109,16077,know,1,2024
153372,7314635074,14783,ya,1,2023
177542,7390376407,14915,blind,1,2023
183135,7419549573,15680,sry,1,2023
177530,7390367439,14691,morning,1,2023
195462,7443452288,14915,gg,1,2023
7430,7541183199,16011,thanks,1,2024
169964,7359095703,14691,ty,1,2023
188816,7435948290,15909,turbo,1,2023
5042,7535823584,15382,троль,1,2024
209142,7504030894,12903,сек,2,2023
173458,7372362693,12903,как,1,2023
171890,7366604093,15685,hugjixgui,1,2023
171772,7366345557,15685,ubisoft,1,2023
11080,7547087760,16038,gg,1,2024
153670,7315840504,15537,gg,1,2023
11644,7547437380,16077,sec,1,2024
12916,7548737005,16077,him,1,2024
184835,7426858781,15806,g,1,2023
180384,7403134685,15820,sec,2,2023
35181,7593827269,16274,ребят,1,2024
210202,7510762050,15901,с,1,2023
33086,7586764257,15901,digger,1,2024
25141,7569036132,12903,друг,1,2024
203037,7475893033,15901,alpha,1,2023
27485,7571874778,16108,g,8,2024
192775,7439442322,15909,traen,1,2023
160926,7337792643,14915,gg,2,2023
196241,7445129436,15909,lag,3,2023
158721,7331958417,15638,big,1,2023
30559,7580551134,16077,sealed,2,2024
195047,7442758918,15856,звал,1,2023
4161,7532977425,16053,tao,1,2024
166228,7349542745,15676,gg,2,2023
9392,7545520849,16077,pussy,3,2024
40845,7608642067,15901,thx,1,2024
171090,7364196993,15749,negro,1,2023
162848,7341962751,15480,wp,1,2023
10370,7545871185,16077,agianst,1,2024
166032,7348309531,14915,ореончик,1,2023
197354,7448610623,15899,gg,4,2023
32086,7582839868,15819,wp,2,2024
18653,7556111190,16077,sec,1,2024
25876,7570113133,16079,ursa,3,2024
186187,7434640443,15909,sorry,2,2023
209346,7505664056,15901,gg,1,2023
169376,7356938002,14691,нам,1,2023
16821,7552504974,16140,дп,1,2024
170933,7363252006,14915,wait,1,2023
3794,7531952070,16053,np,1,2024
16971,7552576169,16140,дайте,1,2024
13890,7549526865,15901,gwr,1,2024
34534,7590802938,16077,wp,1,2024
27793,7573207320,16079,should,1,2024
12915,7548737005,16077,he,1,2024
157246,7328705978,12903,руны,1,2023
35785,7594765430,15899,g,2,2024
177663,7390721105,15678,gg,3,2023
18459,7555493188,16006,гоу,1,2024
178164,7394200794,12903,dl,1,2023
15272,7550465228,16077,oh,1,2024
34863,7590974572,16077,isa,1,2024
16635,7552199797,16006,гоу,1,2024
159732,7333661243,14783,wp,1,2023
164316,7343661504,15739,good,1,2023
180643,7405149320,15716,gg,1,2023
38206,7600657127,16059,wp,1,2024
6043,7537639628,16053,gg,4,2024
175524,7380279835,15728,gg,4,2023
31685,7581941783,16251,мид,1,2024
166765,7350317620,15669,kamuik,1,2023
10439,7545871185,16077,lame,1,2024
201570,7465883253,15806,что,1,2023
207646,7497033364,15971,gg,1,2023
177632,7390686450,14915,motion,1,2023
11000,7547084862,15889,f,1,2024
167222,7351272074,15676,gg,4,2023
39054,7603551663,15901,нуб,1,2024
178388,7394201191,12903,физ,1,2023
6236,7538469827,16053,are,1,2024
206407,7492762667,12903,моя,1,2023
174193,7376313695,15677,у,2,2023
173019,7371933616,12903,задоджила,1,2023
185976,7433799159,15899,gl,1,2023
20546,7558127419,16140,gg,5,2024
8015,7542844094,15898,gwr,1,2024
20335,7557949052,16077,r,1,2024
168365,7353525499,14915,снова,1,2023
177424,7389812962,14915,я,4,2023
41424,7610125407,16059,sry,1,2024
171415,7364714546,15685,my,1,2023
169117,7355841776,15737,weird,1,2023
188565,7435669362,15909,sry,1,2023
157662,7329301028,15655,wk,1,2023
153334,7314635074,14783,coordinator,3,2023
206265,7492733857,12903,пьешь,1,2023
190537,7438208054,15909,fellas,1,2023
166892,7350317620,15669,vi,2,2023
17190,7552665772,16140,further,1,2024
176109,7383129667,12903,ok,1,2023
198917,7455638853,15898,hf,1,2023
204208,7481866257,12903,акаши,2,2023
193394,7439479140,15909,chat,1,2023
6438,7538756126,15901,misha,1,2024
155259,7321719333,15026,wp,1,2023
40915,7608802325,16201,we,1,2024
37877,7599939334,16251,а,2,2024
175777,7381710819,14915,blue,1,2023
163127,7342374299,15739,skin,1,2023
15290,7550465228,16077,tpd,1,2024
11052,7547084862,15889,su,1,2024
186892,7435050035,15909,drops,1,2023
23428,7566640545,16077,bored,1,2024
167028,7350558475,15739,p,3,2023
3392,7530356049,15716,gg,2,2024
208354,7501472234,15892,we,1,2023
198921,7455736259,15898,glhf,1,2023
138448,7893351958,15901,вроде,1,2024
64885,7656780048,16477,do,1,2024
74115,7677705998,16483,glhf,3,2024
129456,7866574304,16905,nvm,1,2024
55515,7641863228,16274,муму,1,2024
133985,7880397567,16953,gg,3,2024
126531,7852006583,15901,нужно,1,2024
135550,7884739001,15899,sec,1,2024
141809,7901134224,17012,hfhf,1,2024
123709,7843737858,16881,at,1,2024
84901,7725812797,16337,screamall,1,2024
113446,7812530603,16312,gg,5,2024
96477,7765203390,16740,easyx,1,2024
133528,7879269750,16251,не,2,2024
43422,7616163666,16077,further,1,2024
100670,7773915115,16251,помощью,1,2024
64269,7656431283,16480,dota,1,2024
75079,7679875888,16483,gg,3,2024
89213,7743446997,16665,gg,5,2024
133380,7879179715,16251,было,1,2024
86250,7730915459,15901,номоре,1,2024
73221,7675075214,15901,wp,1,2024
66364,7658568915,16478,muks,1,2024
54141,7640289611,16390,gg,7,2024
52616,7638898514,16407,brewmaster,1,2024
83245,7718252829,15898,g,3,2024
117738,7822922002,16251,тпнулся,1,2024
72710,7674675468,16274,пенис,2,2024
127892,7857884561,16251,okey,1,2024
102883,7781252411,15901,вы,1,2024
64718,7656703647,16477,lol,3,2024
55002,7641412269,16390,no,1,2024
74279,7677922942,16483,g,4,2024
83003,7716813674,15901,wp,1,2024
110099,7805346367,16840,dota,1,2024
48775,7632206081,16405,down,1,2024
42765,7614696444,16248,gg,5,2024
52588,7638849445,16407,minutes,2,2024
109169,7802302348,16705,kuyaa,1,2024
68086,7660960370,16251,wall,1,2024
127380,7855917471,16881,i,1,2024
138981,7896193002,17012,xd,1,2024
83734,7722579033,16274,zа,1,2024
72705,7674675468,16274,молодцы,1,2024
117075,7820795437,15901,g,2,2024
141233,7900164730,17008,sec,1,2024
109463,7802948529,16839,fps,1,2024
78527,7695720177,15899,xd,1,2024
74924,7679562185,16483,g,3,2024
58100,7644135826,16390,division,1,2024
83012,7716909071,15901,g,1,2024
68586,7662797403,15901,gg,2,2024
70388,7667147669,16483,g,4,2024
50527,7635804956,15901,fast,1,2024
98776,7771568017,16251,будто,1,2024
117859,7823037684,16251,не,7,2024
96787,7765350221,16740,wp,2,2024
62494,7653971391,16059,gg,3,2024
120496,7831976610,16251,дождик,1,2024
142033,7901440404,16251,загатовка,1,2024
57187,7643518438,16390,сидят,1,2024
120577,7832143085,16251,bo,1,2024
45501,7619341208,15901,lag,3,2024
54779,7640865597,16390,anvorguesa,1,2024
142155,7901458072,16251,уже,1,2024
107047,7796229602,16841,hf,1,2024
107134,7796870866,16705,why,1,2024
123592,7843381270,16881,crash,1,2024
50319,7635526021,16251,забанил,1,2024
133884,7879893880,16905,gg,6,2024
66159,7658258738,16477,discord,1,2024
97510,7766001376,16740,el,3,2024
132501,7877130195,16953,gwr,1,2024
132060,7875626730,15898,gwer,1,2024
49963,7635296967,16290,in,1,2024
120042,7830428949,16706,me,1,2024
81902,7710592024,16109,gg,2,2024
96968,7765418816,16740,mins,1,2024
111897,7809792401,16706,gg,2,2024
94576,7760440024,16059,gg,1,2024
104048,7786349559,16274,элемы,1,2024
136185,7886620011,16059,sol,1,2024
51741,7637740026,16410,sry,1,2024
138543,7894590477,16059,wp,1,2024
65544,7657590600,16480,hf,1,2024
92475,7752628729,16635,go,1,2024
43057,7615645410,15898,hear,1,2024
64222,7656365249,16481,stop,1,2024
60485,7649667685,16390,g,1,2024
141621,7900931286,17009,his,1,2024
94865,7761835685,16635,go,1,2024
137288,7890544933,16251,жить,1,2024
119383,7829604229,16312,gg,6,2024
124259,7845079171,16690,moues,1,2024
44735,7619011298,16274,хватит,1,2024
134959,7882268873,16059,gg,3,2024
89893,7745593537,16251,встреча,1,2024
132748,7877441681,16251,пп,1,2024
105976,7792428660,16743,gg,4,2024
94099,7759553337,16251,далеко,2,2024
54982,7641412269,16390,happybday,1,2024
52143,7638351835,16404,g,2,2024
138120,7892142437,16274,пишет,1,2024
97433,7765916276,16740,правда,1,2024
76906,7686921489,16344,us,1,2024
66252,7658411191,16059,sry,3,2024
78337,7694225732,15890,please,1,2024
82656,7715150703,15901,of,1,2024
85688,7728889047,16543,manam,1,2024
111438,7808427683,16706,mira,1,2024
112276,7810810537,16059,gg,2,2024
91823,7749824673,15901,have,4,2024
87752,7735351323,16059,gg,2,2024
111466,7808427683,16706,regresa,1,2024
57193,7643518438,16390,спасибо,1,2024
119683,7830253372,16251,да,2,2024
73197,7674995673,16274,хуесосов,1,2024
138272,7893077359,15901,играет,1,2024
120041,7830428949,16706,la,2,2024
92045,7750021083,16632,we,1,2024
89166,7743201861,16534,дсе,1,2024
104744,7788034277,16312,gg,3,2024
61925,7652761473,16274,вы,1,2024
139290,7896812209,15898,input,1,2024
141949,7901330484,17012,gg,6,2024
131596,7873784202,16708,left,1,2024
96850,7765385669,15901,stop,1,2024
98159,7768603602,16740,gg,4,2024
72987,7674805765,16274,f,2,2024
83917,7722581129,16274,hl,1,2024
115466,7816959236,16059,gg,2,2024
121269,7835316644,15898,gg,1,2024
103132,7781912617,15901,оформляем,1,2024
135387,7883901275,16708,gg,4,2024
140224,7898676401,17007,delvieired,1,2024
137357,7890544933,16251,чот,1,2024
42914,7615290848,16201,fix,1,2024
97034,7765458422,16740,normal,1,2024
68335,7661061658,15901,никса,1,2024
91915,7749853014,16632,okay,1,2024
137021,7889438495,16635,sry,1,2024
90419,7746626071,16632,if,1,2024
120332,7831665775,15901,а,4,2024
71758,7671890497,16483,it,1,2024
136741,7888801271,16251,честь,1,2024
85069,7726207971,15898,паузы,2,2024
108692,7800711000,16705,lista,1,2024
105704,7791268769,16844,game,2,2024
99544,7772600954,15901,of,2,2024
88743,7740807304,15901,sry,1,2024
56809,7643112338,15819,gg,3,2024
62742,7654222685,16480,is,1,2024
84539,7725228078,16312,gg,3,2024
108891,7801346578,16841,pierda,1,2024
42872,7615132834,16201,please,1,2024
140363,7898872474,17009,ko,1,2024
102181,7778263489,15901,g,2,2024
75764,7682860792,15899,give,1,2024
96492,7765203542,16740,further,1,2024
128547,7861945801,16312,gg,6,2024
96199,7765094852,16740,сергею,1,2024
51462,7637388044,16349,gg,1,2024
119612,7830065815,16881,xd,2,2024
83836,7722579033,16274,отжимайте,1,2024
57792,7644084959,16390,zdxzdxdx,1,2024
120184,7830991039,16878,gwr,2,2024
102081,7778084077,16059,gg,2,2024
66859,7659096934,16480,gg,6,2024
103542,7785636233,16843,glhf,1,2024
122774,7841254575,16312,ggwp,1,2024
116746,7819505720,15901,сцене,1,2024
138209,7893015899,16708,who,1,2024
81221,7707362560,15901,g,2,2024
47188,7626644657,15898,go,1,2024
56792,7643075266,15819,gg,4,2024
131314,7872458823,16708,chat,2,2024
132930,7877635804,16901,ty,1,2024
60065,7648612191,16390,goodluck,1,2024
89404,7745167865,16274,поела,1,2024
131699,7873892104,16059,gg,4,2024
43983,7617734370,15889,g,7,2024
65193,7657173874,16059,g,1,2024
106474,7794534247,15899,bueno,1,2024
124763,7845874766,16251,пописять,1,2024
42393,7612975131,16233,combo,1,2024
66563,7658791726,16290,g,1,2024
72156,7673523600,15901,sry,1,2024
66551,7658791726,16290,doesnt,1,2024
84483,7725137150,16312,g,1,2024
107430,7798234811,16841,camera,1,2024
58985,7646491274,16390,glglgl,1,2024
77837,7691427199,15901,love,1,2024
105042,7789126594,16844,g,4,2024
98163,7768603602,16740,hf,2,2024
62479,7653934775,16479,gg,3,2024
60911,7650341832,15890,net,1,2024
60793,7650237718,16390,sry,1,2024
111080,7807680658,16842,hf,1,2024
42691,7613710092,16201,please,1,2024
111644,7808941778,16690,started,1,2024
112916,7811489885,16274,го,1,2024
73856,7676534986,15901,gg,1,2024
69405,7664179494,15901,gl,2,2024
135181,7882922474,16981,que,4,2024
99223,7771916918,15901,ддж,1,2024
133086,7878541984,16953,g,3,2024
125141,7847097533,16707,hf,2,2024
92058,7750157597,16632,bottle,1,2024
127485,7856877396,16059,wp,2,2024
81796,7710315032,15889,ggwp,2,2024
49947,7635296967,16290,case,1,2024
85262,7726991433,15901,ggwp,1,2024
47742,7629486703,16109,gg,1,2024
130559,7869817610,16905,glhf,1,2024
84068,7722758772,16274,какая-то,1,2024
104161,7786371738,15901,у,1,2024
55249,7641713286,16274,пошл,1,2024
109392,7802798003,15901,gl,2,2024
140845,7899539267,17012,rdy,1,2024
60111,7648709130,16390,off,1,2024
51869,7637887744,16409,my,2,2024
110370,7805642960,16840,r,1,2024
55053,7641492060,16390,lng,1,2024
86375,7731037622,16543,min,4,2024
132086,7875744412,15898,sec,1,2024
118653,7826491236,16714,al,1,2024
125876,7849240179,15901,типни,1,2024
75208,7680611298,15901,ti,1,2024
98367,7769129737,15901,gg,2,2024
58397,7644473409,15819,gwr,1,2024
116821,7819626056,15901,guys,1,2024
59954,7648424860,16390,glhf,4,2024
103794,7786241003,16705,juple,2,2024
116971,7820286512,15901,g,2,2024
113890,7813474843,16779,gg,2,2024
134534,7880973283,16274,че,1,2024
127793,7857759741,16251,wcyd,1,2024
112915,7811489885,16274,г,2,2024
46267,7622983019,16059,wp,1,2024
135785,7885335949,16708,loss,1,2024
66684,7658791726,16290,use,1,2024
118459,7825592525,16869,sry,1,2024
67185,7659359111,16527,when,1,2024
115272,7816359373,15901,sry,3,2024
134863,7882135681,15898,time,1,2024
116635,7819450572,15899,no,2,2024
48753,7632096074,16405,gg,4,2024
53337,7640028786,16390,турике,1,2024
69664,7665035638,16248,gg,8,2024
138206,7893015899,16708,sec,1,2024
106043,7792854864,16844,fix,2,2024
64545,7656631539,16476,wp,1,2024
131685,7873865419,16708,potatomonster,1,2024
55786,7641871173,16274,пж,1,2024
110439,7805808924,15901,gg,1,2024
90591,7746738193,16632,face,1,2024
96667,7765261425,15901,reasom,1,2024
66653,7658791726,16290,since,1,2024
111000,7807487050,15898,monte,1,2024
56243,7642237876,16274,сорян,1,2024
139054,7896275405,15901,gg,1,2024
67409,7659452964,16251,пузо,1,2024
106236,7793420133,15898,midd,1,2024
95428,7764812755,16730,gg,7,2024
63214,7654950515,15901,братк,2,2024
62040,7652908747,16274,меня,1,2024
74997,7679700572,15901,jungle,1,2024
120546,7832058463,16251,вивере,1,2024
108015,7799630797,16251,gl,1,2024
120335,7831665775,15901,весишь,1,2024
57386,7643604328,16390,g,1,2024
66445,7658669522,16481,to,2,2024
141424,7900715367,15901,нахуя,1,2024
60436,7649557443,16390,gg,7,2024
58138,7644135826,16390,legends,1,2024
77586,7689900762,15898,ggwp,1,2024
46683,7624424306,16233,uwu,1,2024
42355,7612885808,16233,sry,1,2024
95286,7764500929,16740,wait,3,2024
79558,7701316798,16518,glhf,1,2024
55913,7642008218,16274,вэй,1,2024
117190,7821305424,15899,ggwp,1,2024
65130,7657055229,16059,g,2,2024
87938,7736609241,16109,gg,2,2024
93229,7758210853,16059,go,1,2024
82415,7712942296,15901,так,1,2024
106438,7794074975,15899,q,1,2024
44280,7618010905,16077,ge,1,2024
140915,7899767050,17012,stream,1,2024
137877,7891825875,16274,минут,1,2024
64798,7656703647,16477,stay,1,2024
52148,7638377097,15901,g,2,2024
115290,7816388233,16869,g,2,2024
111052,7807599142,16059,gg,2,2024
75913,7683609445,15901,а,4,2024
123428,7842707245,16729,gg,1,2024
56049,7642084905,16390,gg,2,2024
103392,7783870994,16705,storm,1,2024
97375,7765898470,16740,min,1,2024
87942,7736638148,16109,g,1,2024
201448,8052538443,17344,бежать,1,2024
147209,7914550544,15901,меня,1,2024
144033,7907914392,16635,wp,1,2024
191265,8034418210,17366,sry,1,2024
205705,8068536911,17366,за,1,2024
177445,7996701742,16251,что,1,2024
202775,8057281412,17327,gl,5,2024
194748,8039238818,17170,mana,1,2024
197150,8041150486,17381,g,4,2024
149127,7919974276,17074,g,7,2024
154933,7940976869,16251,sec,1,2024
149016,7919609593,17056,usually,1,2024
207862,8077671133,17554,audio,1,2024
181337,8009483501,16313,gg,7,2024
142871,7903170074,16274,кфс,1,2024
180503,8006944424,16274,all,1,2024
172468,7984152781,15901,мне,1,2024
176056,7993622742,15898,hfhf,1,2024
212177,8091740685,17524,retired,1,2024
170286,7976171032,16251,ребят,2,2024
208804,8080305152,17554,maximo,1,2024
161842,7960526425,17135,забанили,1,2024
199860,8048030349,17184,own,1,2024
205211,8066372090,16313,ggwp,1,2024
173847,7986595492,17119,the,1,2024
210914,8088202862,17526,baby,1,2024
149412,7920728911,17056,hf,2,2024
164289,7963482859,17135,gg,4,2024
166934,7965696713,16251,g,3,2024
191284,8034503668,17299,he,1,2024
195908,8040273745,17184,local,1,2024
208919,8080787366,17366,lags,1,2024
164376,7963627847,17135,sadge,1,2024
160291,7958464058,17122,gg,2,2024
158727,7956532821,16710,ds,1,2024
196154,8040453740,17366,секонд,1,2024
156377,7944190913,16274,вы,1,2024
197511,8041387478,17367,wintraders,1,2024
203446,8058740240,17458,spiky,1,2024
164964,7964213289,17135,besoorat,1,2024
190583,8034019073,17299,за,1,2024
152127,7928995944,15901,gwr,1,2024
185217,8022789153,17366,всякий,1,2024
159106,7957575333,17091,gl,1,2024
210762,8087891464,16313,gg,8,2024
194142,8038855776,17369,glhf,3,2024
169984,7975875289,16274,clfncz,1,2024
179452,8003782184,16710,glhf,2,2024
157553,7950118984,16059,solo,1,2024
158565,7956140248,15901,леосика,1,2024
182447,8013585320,17233,wp,2,2024
191636,8034730262,17299,riki,1,2024
211460,8089699144,17524,gg,3,2024
163079,7961295620,17135,tanto,1,2024
161563,7960225945,17092,админ,1,2024
163199,7961623768,15901,девушки,1,2024
199827,8048030349,17184,hello,1,2024
177573,7996878646,17126,use,1,2024
183044,8015120987,17160,pc,1,2024
149544,7921455962,17074,del,1,2024
193776,8038512233,17369,take,1,2024
168168,7970130689,15901,lag,2,2024
151043,7924437441,17074,imperius,1,2024
196687,8040892568,17425,gg,1,2024
197953,8042145666,17369,glgl,1,2024
179603,8004732920,17184,if,1,2024
209323,8082704360,16274,во,1,2024
169071,7973889148,17119,ggwp,1,2024
165673,7965086472,16933,rang,1,2024
158367,7955895637,17108,zeus,1,2024
195850,8040091724,17299,gg,7,2024
144627,7909665844,15901,packet,1,2024
174620,7989006827,15901,меня,1,2024
167069,7965818649,16274,руб,1,2024
187954,8030949926,17299,елоу,1,2024
200248,8048532777,17318,gg,1,2024
193750,8038512233,17369,nvm,3,2024
202509,8056373323,17366,если,1,2024
205529,8067491752,17367,menta,1,2024
171583,7981906608,15901,gg,2,2024
198518,8044027509,17366,gg,2,2024
180589,8007105780,17272,g,1,2024
200490,8048712503,16427,yours,1,2024
177423,7996701742,16251,нсе,1,2024
214633,8100101707,17527,g,2,2024
142545,7902754900,16274,gg,2,2024
208483,8078999034,17554,g,3,2024
142811,7903170074,16274,gg,5,2024
168177,7970200069,16251,ахахах,1,2024
187298,8029448972,16274,тада,1,2024
143057,7903425244,16846,ping,1,2024
155527,7942638105,16935,winners-,1,2024
201125,8051970139,17366,gg,1,2024
198777,8044416947,17366,куда,1,2024
183296,8016189082,17272,to,1,2024
205002,8065621685,17381,club,1,2024
144416,7908793159,16846,meoow,1,2024
187909,8030945446,17299,скока,1,2024
197116,8041120434,17344,орчида,1,2024
187239,8029408208,17366,gwr,1,2024
148668,7918663583,17074,fucker,1,2024
166076,7965230640,16274,nt,2,2024
190028,8032691600,17299,fixed,1,2024
185086,8022359195,17366,им,1,2024
201762,8053818439,17233,gg,2,2024
150854,7924097943,16968,haha,1,2024
188756,8031121667,17299,is,1,2024
209222,8082353409,17326,chief,1,2024
143711,7906979255,16846,good,1,2024
180651,8007207835,17272,hf,2,2024
146929,7913824041,16251,и,1,2024
156831,7945942566,15901,перестань,2,2024
153629,7934235531,16274,из,1,2024
192053,8035705468,17299,before,1,2024
210902,8088182000,17381,ggwp,1,2024
158378,7955931753,16312,wp,1,2024
160653,7958787285,17109,gg,5,2024
204363,8062765254,16274,жидко,1,2024
163818,7962988647,17135,bantai,1,2024
168154,7969864813,15901,gl,1,2024
186048,8025710615,17170,vurni,1,2024
204506,8062869551,16274,перемирие,1,2024
162384,7960638172,17135,был,1,2024
183459,8016872214,17184,ban,2,2024
177727,7997565117,17126,haha,1,2024
190914,8034126016,17299,типнуть,1,2024
205562,8067833509,17233,good,1,2024
148450,7917951197,17056,ready,1,2024
184179,8017858754,16251,че,1,2024
195541,8039901225,17299,confirma,1,2024
207489,8076614342,17509,respect,1,2024
211502,8089834276,17381,you,1,2024
210327,8086590906,17524,hd,1,2024
197151,8041150486,17381,gg,2,2024
191159,8034294070,17299,mnt,1,2024
197795,8041846662,17299,weeel,1,2024
161356,7959887534,17122,ty,3,2024
152550,7930915750,16059,wp,2,2024
184925,8021634364,16313,wp,1,2024
145370,7911663352,16846,premute,1,2024
205494,8067426064,17367,moscasor,1,2024
167463,7966556088,17184,gg,3,2024
209006,8081064663,17513,gg,7,2024
144626,7909665844,15901,masksosal,1,2024
168519,7971164422,17233,back,1,2024
193286,8037644753,17366,п,1,2024
181143,8008632430,17272,g,1,2024
152851,7932408050,17104,hi,1,2024
181931,8011422118,17233,gg,2,2024
165620,7965040702,17135,gg,4,2024
160711,7958896581,17108,agnas,1,2024
159789,7958076626,15901,не,1,2024
194039,8038751791,17299,hai,1,2024
213927,8096814786,17163,gg,2,2024
204444,8062869551,16274,gglglllll,1,2024
143364,7905167850,15899,gg,2,2024
204369,8062765254,16274,к,4,2024
182444,8013585320,17233,g,1,2024
167236,7966179217,17135,hfhf,1,2024
198300,8043591499,17184,rain,1,2024
215213,8104834488,17233,nice,1,2024
168961,7973396985,17064,min,1,2024
158375,7955929382,16059,gg,5,2024
174411,7988741280,17111,паузу,1,2024
193706,8038512233,17369,carry,2,2024
157767,7951362793,15901,патрикапохоже,1,2024
189121,8031358276,17299,ggs,1,2024
183431,8016821461,17184,gg,8,2024
171270,7980813641,16635,gg,2,2024
200675,8049323065,17160,ggs,1,2024
200976,8050553610,17366,шб,1,2024
144780,7909992612,17030,b,1,2024
150974,7924324150,17074,epoca,3,2024
195061,8039430386,17299,k,3,2024
168326,7970699293,17233,wp,1,2024
180039,8005376644,16251,уже,1,2024
195635,8039963193,17299,lo,1,2024
157342,7948474235,15901,gg,1,2024
173638,7986468325,16251,ещ,1,2024
166666,7965349280,16710,hf,1,2024
188890,8031187982,17299,finish,1,2024
191397,8034680767,17299,dejen,1,2024
152938,7932481773,16251,ok,1,2024
208578,8079296070,17233,ready,1,2024
150082,7922483571,17074,tu,1,2024
180679,8007297572,17272,moment,1,2024
164633,7963941862,17135,my,1,2024
196628,8040821916,17366,гномик,1,2024
158885,7957287624,17108,to,1,2024
150816,7924080909,16274,next,1,2024
182000,8011591568,17233,wp,1,2024
207103,8075230140,17509,sec,2,2024
158583,7956170554,17108,fps,1,2024
207387,8076090744,17366,lag,1,2024
146842,7913696125,16846,idc,1,2024
142558,7902764833,16274,gwr,1,2024
165868,7965217576,16274,го,1,2024
159566,7957890579,17135,gl,2,2024
195486,8039823954,17366,таки,1,2024
164054,7963287546,17135,gg,5,2024
187862,8030945446,17299,зкс,1,2024
182012,8011657108,17170,day,1,2024
209014,8081123387,17509,gg,8,2024
160587,7958578198,17122,rey,1,2024
163646,7962642751,17135,team,1,2024
214595,8100034856,17366,draka,1,2024
203228,8058034640,17366,дали,1,2024
160747,7958946164,16059,gg,3,2024
186651,8028972726,16274,guys,1,2024
177969,7998294691,17126,lights,1,2024
169191,7974237153,15901,рандомлю,1,2024
187887,8030945446,17299,открывать,1,2024
174314,7988515816,17064,hf,1,2024
210603,8087523865,17366,game,2,2024
159392,7957796284,17108,noobs,1,2024
146263,7913425477,16274,парни,1,2024
164892,7964174768,17135,gg,5,2024
204605,8063329118,17367,we,1,2024
196174,8040457855,17299,two,1,2024
