no,match_id,barracks_status_dire,barracks_status_radiant,cluster,dire_score,duration,engine,first_blood_time,game_mode,human_players,leagueid,lobby_type,match_seq_num,negative_votes,positive_votes,radiant_score,radiant_win,start_date_time,tower_status_dire,tower_status_radiant,version,replay_salt,series_id,series_type,patch,region,throw,loss,comeback,stomp,replay_url,dire_team_id,radiant_team_id,data_year,pre_game_duration,flags,radiant_logo,radiant_team_complete,dire_logo,dire_team_complete,radiant_captain,dire_captain,average_rank
2595,7555385965,'00010000','00110011',184,46,2957,1,98,2,10,15901,1,6361829286,,,42,True,2024-01-26 14:52:57,'0000000000000000','0000011110000000',21.0,1733546486.0,,,54,8.0,16748.0,2912.0,,,http://replay184.valve.net/570/7555385965_1733546486.dem.bz2,9225431.0,8831040.0,2024,90.0,0.0,1.81215997201601e+18,0.0,2.1308244444982592e+18,0.0,1251984026.0,131774502.0,
394,5775262536,'00110100','00111111',203,14,1381,1,61,2,10,12726,1,4862324274,0.0,0.0,33,True,2021-01-06 21:50:13,'0000011100000000','0000011110111111',21.0,395720611.0,517221.0,0.0,47,10.0,0.0,18601.0,,,http://replay203.valve.net/570/5775262536_395720611.dem.bz2,,,2021,,,,,,,,,
9624,6136270421,'00111111','00111111',151,44,1082,1,0,2,10,13342,1,5135313881,0.0,0.0,23,False,2021-08-15 09:46:16,'0000011111111110','0000011110100110',21.0,1482776847.0,586602.0,1.0,48,5.0,,,308.0,13896.0,http://replay151.valve.net/570/6136270421_1482776847.dem.bz2,,,2021,,,,,,,,,
23413,7367777165,'00001111','00111111',272,24,1975,1,171,2,10,15677,1,6202247323,,,35,True,2023-10-06 06:01:41,'0000011000100110','0000011110110111',,2146420987.0,813226.0,1.0,53,3.0,152.0,8707.0,,,http://replay272.valve.net/570/7367777165_2146420987.dem.bz2,,,2023,,,,,,,,,
13342,5523481267,'00111111','00111111',236,36,1596,1,0,2,10,11249,1,4632433563,0.0,0.0,39,False,19/7/20 08:28,'0000011110100100','0000011110110000',21.0,695331359.0,464294.0,1.0,46,13.0,,,10390.0,554.0,http://replay236.wmsj.cn/570/5523481267_695331359.dem.bz2,,,2020,,,,,,,,,
27942,7464108124,'00000000','00111111',183,22,1656,1,24,2,10,14915,1,6280363073,,,33,True,2023-11-29 13:16:52,'0000011000000000','0000011110111111',,939868220.0,,,53,8.0,490.0,12471.0,,,http://replay183.valve.net/570/7464108124_939868220.dem.bz2,9225431.0,8831040.0,2023,,,,,,,,,
20488,7305669534,'00111111','00000000',152,26,3756,1,447,2,10,15694,1,6147609923,0.0,0.0,27,False,2023-08-27 08:16:49,'0000011110100110','0000000000000000',21.0,474624038.0,802952.0,1.0,53,5.0,,,3.0,17397.0,http://replay152.valve.net/570/7305669534_474624038.dem.bz2,8668460.0,8261554.0,2023,,,,,,,,,
29507,7507954141,'00111100','00111111',272,22,1891,1,1,2,10,15716,1,6319351545,,,27,True,2023-12-27 04:38:51,'0000011111110000','0000011100110110',21.0,1450601729.0,,,54,3.0,2266.0,3474.0,,,http://replay272.valve.net/570/7507954141_1450601729.dem.bz2,2443375.0,8629327.0,2023,90.0,5.0,1.8932281891151355e+18,1.0,2.050873742320253e+18,1.0,376005174.0,181339278.0,
5956,7621528938,'00111111','00111111',152,49,2181,1,7,2,10,16248,1,6414893500,,,14,False,2024-03-05 04:04:13,'0000011110110110','0000011100100100',21.0,680506705.0,855999.0,1.0,54,5.0,,,0.0,32092.0,http://replay152.valve.net/570/7621528938_680506705.dem.bz2,9156114.0,9264152.0,2024,90.0,4.0,5.967903001149279e+18,1.0,2.0351159755069647e+18,0.0,155447692.0,425280496.0,
17666,7253677147,'00110011','00111111',183,46,2501,1,87,2,10,15537,1,6100766901,0.0,0.0,42,True,2023-07-23 12:33:32,'0000000110000110','0000011100110110',21.0,178663380.0,794256.0,0.0,52,8.0,7054.0,7135.0,,,http://replay183.valve.net/570/7253677147_178663380.dem.bz2,,,2023,,,,,,,,,
3780,6464182246,'00111111','00000000',121,32,2019,1,291,2,10,13940,1,5402055803,0.0,0.0,7,False,2022-03-06 23:08:57,'0000011110111110','0000000000000000',21.0,498283408.0,648561.0,1.0,50,2.0,,,-100.0,22538.0,http://replay121.valve.net/570/6464182246_498283408.dem.bz2,,,2022,,,,,,,,,
7403,7077990510,'00111011','00111111',272,12,1412,1,153,2,10,14659,1,5944046081,0.0,0.0,35,True,2023-03-26 05:57:35,'0000011110000100','0000011110111111',21.0,215960486.0,764122.0,1.0,51,3.0,807.0,9968.0,,,http://replay272.valve.net/570/7077990510_215960486.dem.bz2,,,2023,,,,,,,,,
15356,6700468916,'00111100','00111111',274,35,2029,1,121,2,10,14373,1,5604871662,0.0,0.0,36,True,2022-08-10 06:30:16,'0000011111000000','0000011100110111',21.0,1545033365.0,693661.0,1.0,50,3.0,6561.0,3447.0,,,http://replay274.valve.net/570/6700468916_1545033365.dem.bz2,,,2022,,,,,,,,,
27485,7454829582,'00111111','00001111',272,31,2075,1,0,2,10,15931,1,6272162649,,,19,False,2023-11-23 20:26:42,'0000011110110110','0000000000000110',,235133490.0,828888.0,1.0,53,3.0,,,1172.0,16265.0,http://replay272.valve.net/570/7454829582_235133490.dem.bz2,,,2023,,,,,,,,,
1249,5227046143,'00111100','00111111',201,17,1836,1,195,2,10,11419,1,4386092488,0.0,10.0,25,True,5/2/20 00:06,'0000000100000000','0000011110111111',21.0,1430518448.0,404876.0,1.0,43,10.0,0.0,20185.0,,,http://replay201.valve.net/570/5227046143_1430518448.dem.bz2,,,2020,,,,,,,,,
19549,6808303015,'00110011','00110000',274,55,3315,1,12,2,10,14565,1,5701118468,0.0,0.0,52,False,2022-10-16 11:16:40,'0000011110000100','0000011100000000',21.0,839147723.0,714190.0,1.0,51,3.0,,,13623.0,7799.0,http://replay274.valve.net/570/6808303015_839147723.dem.bz2,,,2022,,,,,,,,,
22096,5748418707,'00000000','00111111',225,15,2149,1,184,2,10,12508,1,4838496031,0.0,0.0,41,True,19/12/20 10:22,'0000011000000000','0000011110110110',21.0,1554484042.0,512476.0,1.0,47,17.0,,,,,http://replay225.valve.net/570/5748418707_1554484042.dem.bz2,,,2020,,,,,,,,,
10588,6173554809,'00010011','00111111',274,38,2312,1,122,2,10,13442,1,5164938008,0.0,0.0,56,True,2021-09-09 20:13:14,'0000000000000100','0000011100110111',21.0,1585985164.0,593319.0,1.0,49,3.0,725.0,18125.0,,,http://replay274.valve.net/570/6173554809_1585985164.dem.bz2,,,2021,,,,,,,,,
8092,6569148383,'00000011','00111111',151,28,2151,1,119,2,10,14138,1,5488649372,0.0,0.0,57,True,2022-05-14 04:27:35,'0000000000000110','0000011110110110',21.0,1157231920.0,667242.0,1.0,50,5.0,58.0,16942.0,,,http://replay151.valve.net/570/6569148383_1157231920.dem.bz2,,,2022,,,,,,,,,
27337,7451922072,'00111111','00010011',274,34,1761,1,196,2,10,15660,1,6269588925,,,14,False,2023-11-22 01:13:06,'0000011110110100','0000000000000111',,1164877066.0,828385.0,2.0,53,3.0,,,563.0,16740.0,http://replay274.valve.net/570/7451922072_1164877066.dem.bz2,,,2023,,,,,,,,,
5129,6500548620,'00111100','00111111',274,0,3117,1,0,2,10,13877,1,5430944341,0.0,0.0,3,True,2022-03-30 09:00:04,'0000000100110000','0000011100100100',21.0,461540829.0,654841.0,1.0,50,3.0,295.0,2550.0,,,http://replay274.valve.net/570/6500548620_461540829.dem.bz2,,,2022,,,,,,,,,
8730,6109586185,'00110011','00111111',273,13,1813,1,252,2,10,13379,1,5113975111,0.0,0.0,28,True,2021-07-28 17:06:17,'0000000100000100','0000011110110111',21.0,103627713.0,581757.0,1.0,48,3.0,2351.0,14082.0,,,http://replay273.valve.net/570/6109586185_103627713.dem.bz2,,,2021,,,,,,,,,
1873,5823528759,'00111111','00111111',153,39,1928,1,78,2,10,12638,1,4904754331,0.0,0.0,13,False,2021-02-08 11:23:53,'0000011110110110','0000011100000100',21.0,435716382.0,527532.0,1.0,47,5.0,,,,,http://replay153.valve.net/570/5823528759_435716382.dem.bz2,,,2021,,,,,,,,,
11968,5485020224,'00110000','00111111',131,25,2342,1,35,2,10,11439,1,4597932039,2.0,1.0,39,True,24/6/20 16:46,'0000000100000000','0000011111111111',21.0,1924209031.0,457642.0,0.0,45,3.0,,,,,http://replay131.valve.net/570/5485020224_1924209031.dem.bz2,,,2020,,,,,,,,,
10443,5454664461,'00100000','00111111',152,9,1998,1,243,2,10,12069,1,4571511646,0.0,1.0,32,True,5/6/20 07:27,'0000011000000000','0000011110111111',21.0,187444569.0,452041.0,1.0,45,5.0,,,,,http://replay152.valve.net/570/5454664461_187444569.dem.bz2,,,2020,,,,,,,,,
2124,6428364648,'00111111','00110011',274,39,1921,1,97,2,10,13877,1,5372939428,0.0,0.0,23,False,2022-02-12 16:03:16,'0000011111110110','0000011100000100',21.0,111640597.0,641737.0,1.0,49,3.0,,,-100.0,21133.0,http://replay274.valve.net/570/6428364648_111640597.dem.bz2,,,2022,,,,,,,,,
11695,7158079141,'00110011','00111111',153,20,2137,1,58,2,10,15374,1,6015004547,0.0,0.0,29,True,2023-05-17 05:00:10,'0000011100000100','0000011110110111',21.0,419841624.0,777727.0,1.0,52,5.0,2401.0,11861.0,,,http://replay153.valve.net/570/7158079141_419841624.dem.bz2,,,2023,,,,,,,,,
8219,6093655892,'00001111','00111111',172,0,3128,1,0,1,10,13301,1,5101070775,0.0,0.0,0,True,2021-07-18 04:10:51,'0000000000100100','0000011100100110',21.0,1706180178.0,0.0,0.0,48,7.0,900.0,3850.0,,,http://replay172.valve.net/570/6093655892_1706180178.dem.bz2,,,2021,,,,,,,,,
21849,7334058129,'00111111','00111111',272,28,1387,1,0,2,10,14915,1,6172776577,,,16,False,2023-09-14 09:07:15,'0000011111110110','0000011100110111',21.0,903219739.0,807006.0,1.0,53,3.0,,,1011.0,8083.0,http://replay272.valve.net/570/7334058129_903219739.dem.bz2,8765917.0,9175367.0,2023,,,,,,,,,
21762,6883113489,'00110011','00111111',274,11,1529,1,167,2,10,14664,1,5768865603,0.0,0.0,25,True,2022-11-24 18:46:19,'0000011111000100','0000011110111111',21.0,242794893.0,726656.0,1.0,51,3.0,0.0,7596.0,,,http://replay274.valve.net/570/6883113489_242794893.dem.bz2,,,2022,,,,,,,,,
227,5775158484,'00000011','00111111',202,2,757,1,111,2,10,12726,1,4862218840,0.0,0.0,26,True,2021-01-06 20:01:18,'0000001000000110','0000011111111111',21.0,2051503605.0,0.0,0.0,47,10.0,0.0,18123.0,,,http://replay202.valve.net/570/5775158484_2051503605.dem.bz2,,,2021,,,,,,,,,
12829,5508582364,'00111111','00111111',135,27,937,1,73,2,10,12214,1,4618705397,0.0,0.0,7,False,11/7/20 15:11,'0000011111111111','0000011110111110',21.0,432646262.0,462285.0,1.0,46,3.0,,,,,http://replay135.valve.net/570/5508582364_432646262.dem.bz2,,,2020,,,,,,,,,
9788,6144950333,'00111111','00111111',155,44,1800,1,175,2,10,13431,1,5142306456,0.0,0.0,13,False,2021-08-21 07:04:04,'0000011110110110','0000011110100110',21.0,1213894066.0,588164.0,1.0,49,5.0,,,10.0,13014.0,http://replay155.valve.net/570/6144950333_1213894066.dem.bz2,,,2021,,,,,,,,,
1882,6420763768,'00110000','00011111',155,32,2675,1,133,2,10,13894,1,5366597556,0.0,0.0,39,True,2022-02-08 04:10:27,'0000000110000000','0000011000110110',21.0,842964837.0,640358.0,1.0,49,5.0,3893.0,11723.0,,,http://replay155.valve.net/570/6420763768_842964837.dem.bz2,,,2022,,,,,,,,,
4056,7019332518,'00111111','00111111',236,33,1872,1,0,2,10,14860,1,5892339804,0.0,0.0,16,False,2023-02-16 10:58:21,'0000011111110110','0000011100000110',21.0,2090262100.0,750712.0,1.0,51,13.0,,,-427.0,11381.0,http://replay236.wmsj.cn/570/7019332518_2090262100.dem.bz2,,,2023,,,,,,,,,
6602,5371668743,'00111011','00111111',236,8,1963,1,257,2,10,11898,1,4503738650,0.0,0.0,29,True,22/4/20 09:05,'0000011000000100','0000011110110110',21.0,1174362485.0,432749.0,1.0,45,13.0,,,,,http://replay236.wmsj.cn/570/5371668743_1174362485.dem.bz2,,,2020,,,,,,,,,
592,5201645213,'00111111','00110011',136,18,1824,1,227,2,10,11517,1,4364966678,24.0,172.0,6,False,18/1/20 12:57,'0000011110100100','0000011100000110',21.0,990469974.0,400877.0,1.0,42,3.0,,,1521.0,13911.0,http://replay136.valve.net/570/5201645213_990469974.dem.bz2,,,2020,,,,,,,,,
10415,5454427123,'00111111','00000011',154,32,1973,1,332,2,10,11964,1,4571305838,1.0,9.0,13,False,5/6/20 03:07,'0000011110110100','0000000000000110',21.0,1209038419.0,452009.0,0.0,45,5.0,,,,,http://replay154.valve.net/570/5454427123_1209038419.dem.bz2,,,2020,,,,,,,,,
3126,7004773592,'00111111','00010000',273,38,1742,1,0,2,10,14565,1,5879290258,0.0,0.0,26,False,2023-02-06 12:00:59,'0000011110110110','0000011000000000',21.0,840892975.0,747778.0,1.0,51,3.0,,,518.0,18905.0,http://replay273.valve.net/570/7004773592_840892975.dem.bz2,,,2023,,,,,,,,,
3595,5898668888,'00111111','00111111',121,13,1601,1,296,2,10,11863,1,4951832117,0.0,0.0,33,True,2021-03-20 20:01:01,'0000011100100100','0000011110110111',21.0,1744903551.0,541995.0,1.0,47,2.0,,,,,http://replay121.valve.net/570/5898668888_1744903551.dem.bz2,,,2021,,,,,,,,,
21337,7323933605,'00111111','00001111',122,33,1754,1,210,2,10,14783,1,6163848734,,,15,False,2023-09-07 17:09:07,'0000011111111110','0000011000000100',21.0,1155302708.0,805376.0,1.0,53,2.0,,,-2.0,23118.0,http://replay122.valve.net/570/7323933605_1155302708.dem.bz2,,,2023,,,,,,,,,
3128,7561815294,'00111111','00111100',151,50,2187,1,82,2,10,16172,1,6367575745,,,28,False,2024-01-30 17:06:09,'0000011111110110','0000011100000000',21.0,1622127743.0,,,54,5.0,,,-100.0,24970.0,http://replay151.valve.net/570/7561815294_1622127743.dem.bz2,9302708.0,9322893.0,2024,90.0,4.0,2.267067515299633e+18,0.0,2.2828298141547272e+18,1.0,392087733.0,230266029.0,
2613,6442377776,'00111111','00000011',153,33,2297,1,233,2,10,13809,1,5384571040,0.0,0.0,26,False,2022-02-21 04:05:30,'0000011111110100','0000000000000110',21.0,852009816.0,644542.0,1.0,49,5.0,,,5542.0,16584.0,http://replay153.valve.net/570/6442377776_852009816.dem.bz2,,,2022,,,,,,,,,
8214,6093523245,'00111111','00111111',154,7,1195,1,197,1,10,13301,1,5100942308,0.0,0.0,25,True,2021-07-18 01:31:51,'0000011100100100','0000011110110111',21.0,1210298247.0,578938.0,0.0,48,5.0,295.0,7423.0,,,http://replay154.valve.net/570/6093523245_1210298247.dem.bz2,,,2021,,,,,,,,,
11032,7143645211,'00111111','00001100',272,45,2196,1,9,2,10,15251,1,6002237314,0.0,0.0,9,False,2023-05-07 15:32:03,'0000011110111110','0000011000100000',21.0,1024298356.0,775085.0,2.0,52,3.0,,,0.0,29232.0,http://replay272.valve.net/570/7143645211_1024298356.dem.bz2,,,2023,,,,,,,,,
5380,7609683179,'00111111','00000011',381,42,1313,1,133,2,10,16233,1,6405193691,,,10,False,2024-02-26 21:47:07,'0000011111111111','0000000000000000',21.0,980375080.0,,,54,,,,100.0,24105.0,http://replay381.valve.net/570/7609683179_980375080.dem.bz2,9283988.0,8590538.0,2024,90.0,0.0,1.8211384072625807e+18,1.0,2.297462073171121e+18,0.0,257710284.0,286393568.0,
3420,7009114183,'00111111','00111111',271,10,1280,1,135,2,10,14565,1,5883178406,0.0,0.0,28,True,2023-02-09 13:13:16,'0000011100100110','0000011111110111',21.0,865977122.0,748613.0,1.0,51,3.0,83.0,9266.0,,,http://replay271.valve.net/570/7009114183_865977122.dem.bz2,,,2023,,,,,,,,,
14036,6284878657,'00111111','00000000',152,34,2403,1,144,2,10,13622,1,5253656599,0.0,0.0,24,False,2021-11-21 04:22:35,'0000011110100100','0000011000000000',21.0,662965682.0,617215.0,1.0,49,5.0,,,769.0,13736.0,http://replay152.valve.net/570/6284878657_662965682.dem.bz2,,,2021,,,,,,,,,
10433,6170094801,'00111111','00111111',225,14,2104,1,185,2,10,13430,1,5162204247,0.0,0.0,30,True,2021-09-07 08:31:34,'0000011100000100','0000011110110110',21.0,767284069.0,592698.0,0.0,49,17.0,2912.0,16467.0,,,http://replay225.valve.net/570/6170094801_767284069.dem.bz2,,,2021,,,,,,,,,
15927,5590126339,'00110011','00111111',171,12,2402,1,155,2,10,12205,1,4693289688,0.0,0.0,29,True,29/8/20 09:10,'0000001100000100','0000011100110100',21.0,1496478771.0,475780.0,1.0,46,7.0,,,,,http://replay171.valve.net/570/5590126339_1496478771.dem.bz2,,,2020,,,,,,,,,
1891,6420937395,'00110011','00111111',273,20,2011,1,64,2,10,13796,1,5366727525,0.0,0.0,34,True,2022-02-08 07:37:41,'0000001110000100','0000011100110111',21.0,1307821920.0,640376.0,1.0,49,3.0,764.0,19109.0,,,http://replay273.valve.net/570/6420937395_1307821920.dem.bz2,,,2022,,,,,,,,,
4095,5930209486,'00111111','00111111',236,6,1214,1,45,2,10,12929,1,4972877969,0.0,0.0,18,True,2021-04-06 08:06:16,'0000011100100110','0000011110111111',21.0,1635019302.0,547796.0,1.0,47,13.0,0.0,13135.0,,,http://replay236.wmsj.cn/570/5930209486_1635019302.dem.bz2,,,2021,,,,,,,,,
5897,5994422624,'00110000','00010000',202,42,2526,1,2,2,10,13109,1,5021715987,0.0,0.0,32,False,2021-05-14 23:20:05,'0000010100000000','0000011000000000',21.0,1353108490.0,560532.0,1.0,48,10.0,,,5627.0,20937.0,http://replay202.valve.net/570/5994422624_1353108490.dem.bz2,,,2021,,,,,,,,,
8354,5410053115,'00001111','00111111',135,16,1729,1,117,2,10,12012,1,4535090262,0.0,0.0,36,True,11/5/20 17:45,'0000011000100100','0000011111111111',21.0,733198004.0,441950.0,1.0,45,3.0,,,,,http://replay135.valve.net/570/5410053115_733198004.dem.bz2,,,2020,,,,,,,,,
17655,6759689766,'00000000','00111111',121,22,2528,1,0,2,10,14493,1,5657233427,0.0,0.0,54,True,2022-09-15 18:04:27,'0000000000000000','0000011110110111',21.0,1319065038.0,704552.0,1.0,51,2.0,373.0,28332.0,,,http://replay121.valve.net/570/6759689766_1319065038.dem.bz2,,,2022,,,,,,,,,
11816,7159676119,'00110011','00111111',272,27,1742,1,9,2,10,15026,1,6016421640,0.0,0.0,33,True,2023-05-18 09:40:53,'0000011110000100','0000011110111111',21.0,827401542.0,778025.0,2.0,52,3.0,808.0,8090.0,,,http://replay272.valve.net/570/7159676119_827401542.dem.bz2,,,2023,,,,,,,,,
15666,6707754788,'00110000','00111111',122,27,2647,1,161,2,10,14417,1,5611334748,0.0,0.0,28,True,2022-08-14 23:34:48,'0000000100000000','0000011100110110',21.0,1607084447.0,695052.0,2.0,50,2.0,5993.0,10249.0,,,http://replay122.valve.net/570/6707754788_1607084447.dem.bz2,,,2022,,,,,,,,,
20321,5708400679,'00111111','00111111',225,40,2541,1,43,2,10,12528,1,4801601009,0.0,0.0,13,False,20/11/20 06:08,'0000011100110110','0000011000100100',21.0,1325789915.0,502340.0,1.0,46,17.0,,,,,http://replay225.valve.net/570/5708400679_1325789915.dem.bz2,,,2020,,,,,,,,,
14453,7202851427,'00111111','00000000',272,43,2583,1,19,2,10,14915,1,6055185028,0.0,0.0,35,False,2023-06-16 16:45:38,'0000011100100100','0000000000000000',21.0,1037028165.0,785062.0,1.0,52,3.0,,,5525.0,20369.0,http://replay272.valve.net/570/7202851427_1037028165.dem.bz2,,,2023,,,,,,,,,
6180,7626097356,'00110011','00111111',273,17,1980,1,547,2,10,16059,1,6418750974,,,34,True,2024-03-08 04:48:07,'0000000111000100','0000011110110110',21.0,861295112.0,856814.0,1.0,54,3.0,4559.0,16339.0,,,http://replay273.valve.net/570/7626097356_861295112.dem.bz2,2443375.0,8629317.0,2024,90.0,4.0,2.2749473404090117e+18,1.0,2.2895853333669847e+18,1.0,1083977859.0,1103355581.0,
15014,5567117840,'00111111','00000000',154,30,2698,1,50,2,10,12239,1,4672559717,0.0,0.0,19,False,14/8/20 08:08,'0000011110110110','0000000000000000',21.0,101148475.0,471634.0,2.0,46,5.0,,,,,http://replay154.valve.net/570/5567117840_101148475.dem.bz2,,,2020,,,,,,,,,
14534,7204002963,'00111111','00110000',273,59,1871,1,84,2,10,14915,1,6056199269,0.0,0.0,20,False,2023-06-17 13:01:58,'0000011111111110','0000011100000000',21.0,204813911.0,785262.0,1.0,52,3.0,,,663.0,38968.0,http://replay273.valve.net/570/7204002963_204813911.dem.bz2,,,2023,,,,,,,,,
3328,5279488381,'00111111','00110000',236,39,1425,1,42,2,10,11382,1,4429938533,0.0,1.0,20,False,7/3/20 12:18,'0000011100110110','0000000100000000',21.0,1488142138.0,414087.0,1.0,43,13.0,,,0.0,15408.0,http://replay236.wmsj.cn/570/5279488381_1488142138.dem.bz2,,,2020,,,,,,,,,
12606,5504237956,'00001111','00111111',236,0,2973,1,0,2,10,12160,1,4614919513,0.0,0.0,0,True,8/7/20 11:26,'0000000000100100','0000011100110100',21.0,1629037212.0,461498.0,1.0,46,13.0,,,,,http://replay236.wmsj.cn/570/5504237956_1629037212.dem.bz2,,,2020,,,,,,,,,
6302,7630006507,'00111111','00111111',151,42,2383,1,79,2,10,15890,1,6422086522,,,31,False,2024-03-10 08:47:18,'0000011110111110','0000011100000100',21.0,1887291743.0,857579.0,1.0,54,5.0,,,289.0,19598.0,http://replay151.valve.net/570/7630006507_1887291743.dem.bz2,8911139.0,8172071.0,2024,90.0,4.0,5.085158533727707e+18,0.0,2.0564941275947927e+18,0.0,849451203.0,100598959.0,
1004,6971741050,'00110011','00111111',188,9,1467,1,36,2,10,12903,1,5849538701,0.0,0.0,34,True,2023-01-15 13:49:24,'0000011110000100','0000011110111111',,933268888.0,741050.0,0.0,51,8.0,466.0,18569.0,,,http://replay188.valve.net/570/6971741050_933268888.dem.bz2,,,2023,,,,,,,,,
1091,6972971080,'00111111','00111111',152,42,1585,1,0,2,10,14953,1,5850655569,0.0,0.0,16,False,2023-01-16 10:54:18,'0000011111111110','0000011100100110',,1699682318.0,741333.0,1.0,51,5.0,,,200.0,19723.0,http://replay152.valve.net/570/6972971080_1699682318.dem.bz2,,,2023,,,,,,,,,
17549,7252279365,'00111100','00111111',271,13,1191,1,127,2,10,14915,1,6099460612,0.0,0.0,23,True,2023-07-22 13:45:17,'0000011111110000','0000011110110111',21.0,128044153.0,793977.0,1.0,52,3.0,34.0,6100.0,,,http://replay271.valve.net/570/7252279365_128044153.dem.bz2,,,2023,,,,,,,,,
8146,5406584259,'00111111','00110000',123,36,1331,1,6,2,10,12027,1,4532216339,0.0,2.0,10,False,9/5/20 22:07,'0000011111111111','0000011110000000',21.0,137907816.0,440980.0,0.0,45,2.0,,,,,http://replay123.valve.net/570/5406584259_137907816.dem.bz2,,,2020,,,,,,,,,
27841,7461881833,'00101111','00001111',272,34,2031,1,104,2,10,15660,1,6278380232,,,40,True,2023-11-27 22:22:19,'0000011000100100','0000011000110111',,1314401116.0,830276.0,1.0,53,3.0,7681.0,4965.0,,,http://replay272.valve.net/570/7461881833_1314401116.dem.bz2,,,2023,,,,,,,,,
1668,5815971623,'00110000','00111111',156,23,2665,1,227,2,10,12817,1,4898143901,0.0,0.0,42,True,2021-02-03 10:08:08,'0000001100000000','0000011100110110',21.0,907475632.0,525942.0,1.0,47,5.0,2677.0,26800.0,,,http://replay156.valve.net/570/5815971623_907475632.dem.bz2,,,2021,,,,,,,,,
16389,6722826760,'00111101','00111111',251,13,1839,1,90,2,10,14456,1,5624796010,0.0,0.0,38,True,2022-08-24 20:20:10,'0000011100100000','0000011110110111',21.0,998857685.0,698178.0,1.0,51,15.0,0.0,16597.0,,,http://replay251.valve.net/570/6722826760_998857685.dem.bz2,,,2022,,,,,,,,,
26458,7439405226,'00000011','00111111',347,8,1308,1,0,2,10,15909,1,6259143228,,,29,True,2023-11-14 21:08:02,'0000000000000100','0000011111111111',21.0,1054152667.0,0.0,0.0,53,38.0,-389.0,22547.0,,,http://replay347.valve.net/570/7439405226_1054152667.dem.bz2,,,2023,,,,,,,,,
26017,7435518279,'00000000','00111111',271,14,2510,1,249,2,10,15909,1,6256050452,,,50,True,2023-11-12 16:36:29,'0000011000000000','0000011110110110',,98948712.0,0.0,0.0,53,3.0,1258.0,24970.0,,,http://replay271.valve.net/570/7435518279_98948712.dem.bz2,,,2023,,,,,,,,,
7790,5399911179,'00111111','00111011',172,37,2396,1,46,2,10,11828,1,4526722603,0.0,0.0,27,False,6/5/20 11:07,'0000011110110100','0000011110000110',21.0,2130553339.0,439264.0,1.0,45,7.0,,,,,http://replay172.valve.net/570/5399911179_2130553339.dem.bz2,,,2020,,,,,,,,,
13999,7196570714,'00111111','00001111',274,32,2210,1,107,2,10,15352,1,6049556040,0.0,0.0,16,False,2023-06-11 23:47:14,'0000011110110110','0000001000100100',21.0,1193592170.0,784008.0,1.0,52,3.0,,,,,http://replay274.valve.net/570/7196570714_1193592170.dem.bz2,,,2023,,,,,,,,,
781,6381695254,'00111011','00111111',273,28,1923,1,166,2,10,13796,1,5334110760,0.0,0.0,33,True,2022-01-17 04:13:41,'0000000111000100','0000011100111110',21.0,265532959.0,633517.0,1.0,49,3.0,963.0,10145.0,,,http://replay273.valve.net/570/6381695254_265532959.dem.bz2,,,2022,,,,,,,,,
15847,6711406967,'00110011','00111111',273,13,1823,1,0,2,10,14401,1,5614603292,0.0,0.0,47,True,2022-08-17 12:52:55,'0000001110000100','0000011110111111',21.0,595772991.0,695788.0,1.0,50,3.0,5.0,17253.0,,,http://replay273.valve.net/570/6711406967_595772991.dem.bz2,,,2022,,,,,,,,,
5854,7050003853,'00110111','00111111',273,39,1709,1,49,2,10,14894,1,5919493778,0.0,0.0,29,True,2023-03-08 08:34:46,'0000011110000100','0000011110110111',21.0,1304000540.0,757629.0,1.0,51,3.0,8031.0,83.0,,,http://replay273.valve.net/570/7050003853_1304000540.dem.bz2,,,2023,,,,,,,,,
13455,6669939389,'00111111','00000011',154,31,2204,1,0,2,10,14389,1,5577683990,0.0,0.0,28,False,2022-07-20 10:59:47,'0000011111110110','0000000000000100',21.0,2115597594.0,686894.0,0.0,50,5.0,,,985.0,26281.0,http://replay154.valve.net/570/6669939389_2115597594.dem.bz2,,,2022,,,,,,,,,
22927,6908599013,'00111111','00000000',274,61,2495,1,109,2,10,14852,1,5792239929,0.0,0.0,26,False,2022-12-09 00:18:58,'0000011111110110','0000011000000000',21.0,1133057937.0,731085.0,1.0,51,3.0,,,509.0,27104.0,http://replay274.valve.net/570/6908599013_1133057937.dem.bz2,,,2022,,,,,,,,,
332,7525188466,'00110011','00111111',272,17,1463,1,128,2,10,15660,1,6334784708,,,25,True,2024-01-06 20:38:50,'0000000111000100','0000011100110111',21.0,279562832.0,,,54,3.0,2669.0,7413.0,,,http://replay272.valve.net/570/7525188466_279562832.dem.bz2,8849833.0,8936613.0,2024,90.0,5.0,1.990057787343993e+18,1.0,2.047503411652997e+18,1.0,153638376.0,402870848.0,
9568,5432712608,'00110011','00111111',236,16,2188,1,418,2,10,11898,1,4553602818,21.0,53.0,30,True,24/5/20 11:05,'0000011110000000','0000011100110110',21.0,1938076760.0,447934.0,1.0,45,13.0,,,,,http://replay236.wmsj.cn/570/5432712608_1938076760.dem.bz2,,,2020,,,,,,,,,
