no,match_id,barracks_status_dire,barracks_status_radiant,cluster,dire_score,duration,engine,first_blood_time,game_mode,human_players,leagueid,lobby_type,match_seq_num,negative_votes,positive_votes,radiant_score,radiant_win,start_date_time,tower_status_dire,tower_status_radiant,version,replay_salt,series_id,series_type,patch,region,throw,loss,comeback,stomp,replay_url,dire_team_id,radiant_team_id,data_year,pre_game_duration,flags,radiant_logo,radiant_team_complete,dire_logo,dire_team_complete,radiant_captain,dire_captain,average_rank
193,6952660097,'00111111','00000000',274,35,1965,1,94,2,10,14565,1,5832273482,0.0,0.0,30,False,2023-01-04 14:08:41,'0000011110110110','0000011000000000',,116386993.0,738165.0,1.0,51,3.0,,,279.0,7977.0,http://replay274.valve.net/570/6952660097_116386993.dem.bz2,,,2023,,,,,,,,,
14307,6681504344,'00000000','00111111',273,15,1871,1,0,2,10,14389,1,5588099647,0.0,0.0,23,True,2022-07-28 12:30:03,'0000011000000000','0000011110110111',21.0,632326018.0,689718.0,1.0,50,3.0,876.0,18842.0,,,http://replay273.valve.net/570/6681504344_632326018.dem.bz2,,,2022,,,,,,,,,
21041,5726562849,'00111111','00111111',251,28,1128,1,83,2,10,12531,1,4818100961,0.0,0.0,4,False,2/12/20 23:02,'0000011111111110','0000011110110110',21.0,417867884.0,507010.0,1.0,46,15.0,,,,,http://replay251.valve.net/570/5726562849_417867884.dem.bz2,,,2020,,,,,,,,,
19867,5698957494,'00111111','00111000',135,34,1946,1,200,2,10,12548,1,4792970957,0.0,0.0,14,False,13/11/20 08:59,'0000011110110100','0000011110000000',21.0,1525887244.0,499767.0,1.0,46,3.0,,,,,http://replay135.valve.net/570/5698957494_1525887244.dem.bz2,,,2020,,,,,,,,,
10506,6171639270,'00110000','00111111',154,8,1577,1,115,2,10,13430,1,5163413257,0.0,0.0,35,True,2021-09-08 12:33:13,'0000000100000000','0000011110111111',21.0,1092963304.0,592969.0,0.0,49,5.0,154.0,17975.0,,,http://replay154.valve.net/570/6171639270_1092963304.dem.bz2,,,2021,,,,,,,,,
14503,7203655437,'00110011','00111111',272,30,2141,1,145,2,10,15026,1,6055906201,0.0,0.0,39,True,2023-06-17 08:29:05,'0000011000000110','0000011100110110',21.0,377133550.0,785215.0,2.0,52,3.0,2889.0,16409.0,,,http://replay272.valve.net/570/7203655437_377133550.dem.bz2,,,2023,,,,,,,,,
1972,6986746067,'00111100','00111111',273,25,2291,1,338,2,10,14972,1,5863098734,0.0,0.0,51,True,2023-01-25 16:55:24,'0000000100110000','0000011110111111',,1034810699.0,743950.0,1.0,51,3.0,2171.0,27123.0,,,http://replay273.valve.net/570/6986746067_1034810699.dem.bz2,,,2023,,,,,,,,,
14292,7200416868,'00111011','00110011',272,29,1743,1,65,2,10,15257,1,6052995202,0.0,0.0,33,True,2023-06-14 19:55:01,'0000011111000110','0000011100000110',21.0,1113499693.0,784602.0,1.0,52,3.0,11257.0,3188.0,,,http://replay272.valve.net/570/7200416868_1113499693.dem.bz2,,,2023,,,,,,,,,
15213,5571703200,'00111111','00111011',236,37,1636,1,9,2,10,11249,1,4676721118,0.0,0.0,27,False,17/8/20 03:27,'0000011110100110','0000011110000110',21.0,2076892492.0,472644.0,1.0,46,13.0,,,4101.0,13561.0,http://replay236.wmsj.cn/570/5571703200_2076892492.dem.bz2,,,2020,,,,,,,,,
1954,5827433967,'00111111','00110011',135,33,2854,1,94,2,10,12720,1,4907316144,0.0,0.0,20,False,2021-02-10 14:58:01,'0000011100100100','0000000100000110',21.0,2138105917.0,528151.0,1.0,47,3.0,,,2116.0,9877.0,http://replay135.valve.net/570/5827433967_2138105917.dem.bz2,,,2021,,,,,,,,,
5571,7612444217,'00111111','00000000',272,30,1757,1,222,2,10,15898,1,6407317141,,,11,False,2024-02-28 16:02:32,'0000011111111110','0000011000000000',21.0,1031230657.0,854189.0,1.0,54,3.0,,,428.0,23065.0,http://replay272.valve.net/570/7612444217_1031230657.dem.bz2,9279613.0,9352573.0,2024,90.0,4.0,5.93412592543724e+18,0.0,5.972406600795249e+18,1.0,21270361.0,935495351.0,
18263,5661458750,'00111111','00111111',236,40,1496,1,0,2,10,11249,1,4758489994,0.0,0.0,26,False,18/10/20 04:54,'0000011100110110','0000011110100111',21.0,916340021.0,490970.0,1.0,46,13.0,,,2367.0,5617.0,http://replay236.wmsj.cn/570/5661458750_916340021.dem.bz2,,,2020,,,,,,,,,
15965,5591628262,'00111111','00000011',236,42,2088,1,41,2,10,11263,1,4694640516,0.0,0.0,32,False,30/8/20 05:57,'0000011100100110','0000000000000100',21.0,431394982.0,476162.0,1.0,46,13.0,,,191.0,15432.0,http://replay236.wmsj.cn/570/5591628262_431394982.dem.bz2,,,2020,,,,,,,,,
13095,6260579375,'00111111','00111000',153,20,2251,1,183,2,10,13581,1,5234339966,0.0,0.0,25,True,2021-11-06 06:55:40,'0000000111000110','0000011100000000',21.0,1147543506.0,611403.0,1.0,49,5.0,3601.0,8549.0,,,http://replay153.valve.net/570/6260579375_1147543506.dem.bz2,,,2021,,,,,,,,,
4510,5316493977,'00110000','00111111',236,25,2178,1,99,2,10,11668,1,4459634894,0.0,0.0,42,True,27/3/20 07:42,'0000000100000000','0000011110110110',21.0,888546094.0,420874.0,2.0,44,13.0,,,,,http://replay236.wmsj.cn/570/5316493977_888546094.dem.bz2,,,2020,,,,,,,,,
182,5186327890,'00110011','00110011',236,35,2318,1,192,2,10,11155,1,4352042453,6.0,7.0,17,False,6/1/20 15:35,'0000011100000100','0000011100000100',21.0,1771526840.0,398491.0,1.0,42,13.0,,,909.0,7846.0,http://replay236.wmsj.cn/570/5186327890_1771526840.dem.bz2,,,2020,,,,,,,,,
14165,6679278119,'00110011','00111111',251,6,1322,1,96,2,10,14389,1,5586095297,0.0,0.0,28,True,2022-07-26 19:30:12,'0000011100000100','0000011110111110',21.0,843809884.0,689208.0,1.0,50,15.0,-100.0,14492.0,,,http://replay251.valve.net/570/6679278119_843809884.dem.bz2,,,2022,,,,,,,,,
15067,6298290741,'00111111','00000010',273,47,2340,1,174,2,10,13740,1,5264404956,0.0,0.0,29,False,2021-11-29 19:13:51,'0000011111110110','0000001000000000',21.0,53174574.0,620904.0,1.0,49,3.0,,,1726.0,21636.0,http://replay273.valve.net/570/6298290741_53174574.dem.bz2,,,2021,,,,,,,,,
13740,5536699615,'00111111','00010011',156,26,1811,1,183,2,10,12230,1,4644661488,0.0,0.0,14,False,26/7/20 10:10,'0000011111110110','0000011000000110',21.0,1523484875.0,466186.0,1.0,46,5.0,,,,,http://replay156.valve.net/570/5536699615_1523484875.dem.bz2,,,2020,,,,,,,,,
11147,7146212063,'00001111','00111111',274,13,1936,1,4,2,10,14915,1,6004484057,0.0,0.0,39,True,2023-05-09 07:54:08,'0000011000100100','0000011110110110',21.0,1282302396.0,775556.0,1.0,52,3.0,125.0,23862.0,,,http://replay274.valve.net/570/7146212063_1282302396.dem.bz2,,,2023,,,,,,,,,
639,5778607034,'00111111','00101000',151,26,1779,1,125,2,10,12721,1,4865355359,0.0,0.0,17,False,2021-01-09 08:22:02,'0000011110110100','0000011000000000',21.0,205719597.0,518008.0,1.0,47,5.0,,,1422.0,10155.0,http://replay151.valve.net/570/5778607034_205719597.dem.bz2,,,2021,,,,,,,,,
6817,6543817777,'00111111','00110011',274,48,2084,1,110,2,10,13877,1,5466251047,0.0,0.0,30,False,2022-04-27 14:07:48,'0000011110110100','0000000100000110',21.0,1911127098.0,662722.0,1.0,50,3.0,,,594.0,19178.0,http://replay274.valve.net/570/6543817777_1911127098.dem.bz2,,,2022,,,,,,,,,
12108,6640454623,'00111011','00111111',273,31,2580,1,156,2,10,14200,1,5551090513,0.0,0.0,48,True,2022-06-29 17:06:19,'0000011100000100','0000011100100110',21.0,181310820.0,681191.0,1.0,50,3.0,5540.0,9981.0,,,http://replay273.valve.net/570/6640454623_181310820.dem.bz2,,,2022,,,,,,,,,
1294,6398216174,'00110000','00111111',153,30,2406,1,200,2,10,13894,1,5347757923,0.0,0.0,59,True,2022-01-26 09:29:38,'0000000110000000','0000011110110111',21.0,2057444133.0,636205.0,1.0,49,5.0,751.0,24493.0,,,http://replay153.valve.net/570/6398216174_2057444133.dem.bz2,,,2022,,,,,,,,,
395,6958324107,'00000011','00111111',251,18,1502,1,150,2,10,14850,1,5837438888,0.0,0.0,25,True,2023-01-07 17:08:08,'0000011000000100','0000011110110111',,342767167.0,739055.0,1.0,51,15.0,41.0,18506.0,,,http://replay251.valve.net/570/6958324107_342767167.dem.bz2,,,2023,,,,,,,,,
2107,5242305487,'00110011','00111111',132,19,1894,1,59,2,10,11439,1,4398685924,0.0,2.0,37,True,14/2/20 12:23,'0000011100000000','0000011111111111',21.0,2035375139.0,407749.0,0.0,43,3.0,,,,,http://replay132.valve.net/570/5242305487_2035375139.dem.bz2,,,2020,,,,,,,,,
5062,7602675371,'00111111','00111111',273,31,1646,1,76,2,10,15819,1,6399734416,,,45,True,2024-02-23 08:32:00,'0000011000100100','0000011100110110',21.0,751300155.0,,,54,3.0,3330.0,12554.0,,,http://replay273.valve.net/570/7602675371_751300155.dem.bz2,8893825.0,9018528.0,2024,90.0,4.0,2.0688824299388367e+18,0.0,2.001335808621483e+18,0.0,1552711645.0,1459205302.0,
2024,7549789481,'00110000','00111111',273,15,1488,1,0,2,10,16140,1,6356806647,,,42,True,2024-01-22 15:02:05,'0000011100000000','0000011111111111',21.0,2085203111.0,,,54,3.0,-502.0,21266.0,,,http://replay273.valve.net/570/7549789481_2085203111.dem.bz2,,,2024,90.0,4.0,,,,,78745094.0,1276842299.0,
307,5775171539,'00110011','00111111',202,8,1428,1,206,2,10,12726,1,4862244209,0.0,0.0,34,True,2021-01-06 20:14:07,'0000011110000000','0000011110111110',21.0,1991461291.0,517143.0,0.0,47,10.0,0.0,15327.0,,,http://replay202.valve.net/570/5775171539_1991461291.dem.bz2,,,2021,,,,,,,,,
9975,5441772413,'00111111','00111111',236,30,1215,1,137,1,10,12099,1,4560631062,0.0,0.0,10,False,29/5/20 10:38,'0000011110100110','0000011100100110',21.0,2049417729.0,449798.0,1.0,45,13.0,,,,,http://replay236.wmsj.cn/570/5441772413_2049417729.dem.bz2,,,2020,,,,,,,,,
9247,7108909408,'00111111','00111111',188,20,2162,1,182,2,10,15223,1,5971600181,0.0,0.0,40,True,2023-04-15 19:37:18,'0000011100100000','0000011110110110',21.0,255761418.0,770097.0,1.0,51,8.0,1994.0,13214.0,,,http://replay188.valve.net/570/7108909408_255761418.dem.bz2,,,2023,,,,,,,,,
5009,7033774629,'00111111','00111111',251,38,2076,1,0,2,10,15089,1,5905234593,0.0,0.0,14,False,2023-02-25 17:38:06,'0000011100111110','0000011100000000',21.0,1613547481.0,754080.0,1.0,51,15.0,,,413.0,17132.0,http://replay251.valve.net/570/7033774629_1613547481.dem.bz2,,,2023,,,,,,,,,
11422,6198413995,'00111111','00111111',203,46,2663,1,0,2,10,11912,1,5184290501,0.0,0.0,42,False,2021-09-27 02:41:52,'0000011100100100','0000000100100000',21.0,771540676.0,598456.0,0.0,49,10.0,,,,,http://replay203.valve.net/570/6198413995_771540676.dem.bz2,,,2021,,,,,,,,,
17385,7250176348,'00111111','00001111',271,46,1859,1,13,2,10,15257,1,6097577032,0.0,0.0,24,False,2023-07-20 22:48:23,'0000011111110110','0000011000110110',21.0,1630501588.0,793575.0,1.0,52,3.0,,,1382.0,19058.0,http://replay271.valve.net/570/7250176348_1630501588.dem.bz2,,,2023,,,,,,,,,
13876,5540314298,'00110010','00111111',135,17,1843,1,151,2,10,12184,1,4647972682,0.0,0.0,52,True,28/7/20 12:05,'0000000110000000','0000011110111110',21.0,1046803210.0,466764.0,1.0,46,3.0,,,,,http://replay135.valve.net/570/5540314298_1046803210.dem.bz2,,,2020,,,,,,,,,
22271,6896823869,'00111111','00111111',274,18,1294,1,136,2,10,14565,1,5781389682,0.0,0.0,35,True,2022-12-02 11:19:38,'0000011110110100','0000011110111111',21.0,48749303.0,729027.0,1.0,51,3.0,67.0,12348.0,,,http://replay274.valve.net/570/6896823869_48749303.dem.bz2,,,2022,,,,,,,,,
16254,6720639190,'00111111','00111100',274,45,1893,1,0,2,10,14200,1,5622881243,0.0,0.0,23,False,2022-08-23 12:37:54,'0000011110111110','0000000100100000',21.0,1286967988.0,697676.0,1.0,50,3.0,,,-153.0,17415.0,http://replay274.valve.net/570/6720639190_1286967988.dem.bz2,,,2022,,,,,,,,,
6821,6543953834,'00111111','00110000',274,40,1939,1,201,2,10,13877,1,5466343796,0.0,0.0,20,False,2022-04-27 15:26:51,'0000011100110100','0000011000000000',21.0,233263485.0,662757.0,1.0,50,3.0,,,440.0,14651.0,http://replay274.valve.net/570/6543953834_233263485.dem.bz2,,,2022,,,,,,,,,
24790,8001535747,'00000011','00111111',273,34,1815,1,12,2,10,17233,1,6730860768,,,39,True,2024-10-24 06:21:43,'0000011000000100','0000011100110110',21.0,228718573.0,918252.0,1.0,56,3.0,7701.0,11652.0,,,http://replay273.valve.net/570/8001535747_228718573.dem.bz2,9426115.0,8629324.0,2024,90.0,4.0,,1.0,2.471989872563605e+18,1.0,76082922.0,412910858.0,
17788,7868248862,'00111100','00000000',251,24,2382,1,183,2,10,16905,1,6621188293,,,23,False,2024-07-27 20:44:01,'0000011100100000','0000001000000000',21.0,459110314.0,893864.0,1.0,55,15.0,,,7219.0,26009.0,http://replay251.valve.net/570/7868248862_459110314.dem.bz2,8254145.0,9381678.0,2024,90.0,5.0,2.4415869994392904e+18,0.0,2.4900048719245814e+18,1.0,110583422.0,861414087.0,
26506,8035256632,'00111111','00111111',273,24,1470,1,145,2,10,16313,1,6758049693,,,30,True,2024-11-14 10:13:18,'0000011110000100','0000011100100111',21.0,244824283.0,925638.0,1.0,56,3.0,42.0,6682.0,,,http://replay273.valve.net/570/8035256632_244824283.dem.bz2,9330492.0,8893840.0,2024,90.0,5.0,,0.0,,1.0,1271501667.0,1650040185.0,
17045,7848429593,'00111111','00110011',274,40,1737,1,387,2,10,16312,1,6605022487,,,18,False,2024-07-16 06:38:55,'0000011110110100','0000000100000111',21.0,105393684.0,891164.0,1.0,55,3.0,,,0.0,17660.0,http://replay274.valve.net/570/7848429593_105393684.dem.bz2,9332069.0,8864178.0,2024,90.0,1.0,2.289583009755689e+18,0.0,2.5080117917001994e+18,1.0,1470752474.0,1669300091.0,
15986,7827201777,'00000011','00111111',272,19,2058,1,168,2,10,16869,1,6587939025,,,36,True,2024-07-03 14:15:58,'0000011000000000','0000011110110110',21.0,1813467767.0,888404.0,2.0,55,3.0,0.0,23333.0,,,http://replay272.valve.net/570/7827201777_1813467767.dem.bz2,9368468.0,9466943.0,2024,90.0,5.0,2.547430239978515e+18,1.0,2.4415931124957983e+18,0.0,369342470.0,208181197.0,
9793,7688501462,'00111111','00000011',272,50,1512,1,86,2,10,16312,1,6471773521,,,35,False,2024-04-16 10:21:49,'0000011111110100','0000011000000111',21.0,288004221.0,869330.0,1.0,54,3.0,,,3479.0,21380.0,http://replay272.valve.net/570/7688501462_288004221.dem.bz2,9018543.0,8936507.0,2024,90.0,4.0,2.30984824169104e+18,0.0,2.058751629901384e+18,0.0,1300455837.0,1524712001.0,
21540,7941383577,'00110011','00111111',272,18,1924,1,54,2,10,16635,1,6681108555,,,19,True,2024-09-13 19:49:21,'0000000111000110','0000011110110110',21.0,678071190.0,905429.0,1.0,56,3.0,5643.0,4289.0,,,http://replay272.valve.net/570/7941383577_678071190.dem.bz2,8849837.0,8849990.0,2024,90.0,0.0,2.412313289525493e+18,0.0,1.839182035511444e+18,1.0,120488420.0,358303866.0,
10926,7718142854,'00000000','00111111',151,26,1288,1,132,2,10,16443,1,6498158607,,,30,True,2024-05-03 07:15:41,'0000000000000000','0000011111110110',21.0,1141971113.0,873196.0,1.0,54,5.0,0.0,12503.0,,,http://replay151.valve.net/570/7718142854_1141971113.dem.bz2,9156114.0,9247646.0,2024,90.0,1.0,2.2152688434480845e+18,0.0,2.0351159755069647e+18,0.0,1100837491.0,412232719.0,
13453,7776358225,'00111111','00000000',236,29,3645,1,290,2,10,16740,1,6547090034,,,33,False,2024-06-04 04:57:10,'0000011110110110','0000000000000000',21.0,242846929.0,880833.0,1.0,55,13.0,,,3131.0,26354.0,http://replay236.wmsj.cn/570/7776358225_242846929.dem.bz2,9389381.0,9409659.0,2024,90.0,1.0,2.4978843025638697e+18,1.0,2.527155798055904e+18,1.0,1128080644.0,250547284.0,
28767,8079453344,'00110011','00111111',274,9,1577,1,422,2,10,16313,1,6794673083,,,30,True,2024-12-13 11:04:16,'0000011110000110','0000011110110111',21.0,173935680.0,934309.0,1.0,56,3.0,1.0,15381.0,,,http://replay274.valve.net/570/8079453344_173935680.dem.bz2,8936507.0,9330489.0,2024,90.0,5.0,2.377407244595661e+18,1.0,2.30984824169104e+18,0.0,1649647648.0,1300455837.0,
22713,7962505413,'00111111','00001111',185,37,2948,1,85,2,10,17092,1,6698623856,,,14,False,2024-09-27 18:41:22,'0000011111110110','0000000000100100',21.0,1374323607.0,909467.0,2.0,56,8.0,,,0.0,21618.0,http://replay185.valve.net/570/7962505413_1374323607.dem.bz2,9303383.0,9255039.0,2024,90.0,5.0,,1.0,,0.0,168126336.0,108958769.0,
15710,7821443297,'00000011','00111111',274,13,1913,1,117,2,10,16427,1,6583309615,,,31,True,2024-06-29 20:16:07,'0000000000000100','0000011110111111',21.0,507186185.0,887646.0,1.0,55,3.0,0.0,22839.0,,,http://replay274.valve.net/570/7821443297_507186185.dem.bz2,9255039.0,7119388.0,2024,90.0,5.0,,1.0,,1.0,321580662.0,168126336.0,
7817,7651582113,'00110000','00111111',381,24,2716,1,80,2,10,16390,1,6440344198,,,30,True,2024-03-23 18:29:22,'0000000100000000','0000011100000110',21.0,1985960161.0,862528.0,1.0,54,,5033.0,25199.0,,,http://replay381.valve.net/570/7651582113_1985960161.dem.bz2,8254400.0,7732977.0,2024,90.0,0.0,,1.0,,0.0,339235645.0,138177198.0,
20805,7927655005,'00111111','00010011',272,34,1548,1,373,2,10,16059,1,6669832458,,,23,False,2024-09-04 07:50:07,'0000011111111100','0000000000000111',21.0,922302136.0,903372.0,1.0,56,3.0,,,2601.0,10035.0,http://replay272.valve.net/570/7927655005_922302136.dem.bz2,9425660.0,8629318.0,2024,90.0,0.0,2.50801811205341e+18,1.0,2.464108573202956e+18,1.0,1049956230.0,1621624406.0,
21309,7937363922,'00111111','00110011',251,32,1053,1,191,2,10,17021,1,6677828735,,,10,False,2024-09-10 21:29:15,'0000011110111111','0000011100000110',21.0,177947147.0,904804.0,1.0,56,15.0,,,0.0,12265.0,http://replay251.valve.net/570/7937363922_177947147.dem.bz2,9466551.0,9466548.0,2024,90.0,4.0,2.420208080983768e+18,1.0,2.385305186023235e+18,0.0,298225766.0,179598046.0,
22477,7960082756,'00001111','00111111',272,18,1480,1,18,2,10,16312,1,6696586879,,,32,True,2024-09-26 04:16:28,'0000011000110110','0000011110110111',21.0,1914992189.0,909090.0,1.0,56,3.0,1191.0,11850.0,,,http://replay272.valve.net/570/7960082756_1914992189.dem.bz2,9018543.0,9332046.0,2024,90.0,4.0,,1.0,,0.0,1669352929.0,1524712001.0,
25434,8013772923,'00111111','00010011',271,49,2174,1,251,2,10,16313,1,6740752979,,,26,False,2024-11-01 08:44:44,'0000011110110100','0000011000000100',21.0,851885893.0,921176.0,1.0,56,3.0,,,101.0,13843.0,http://replay271.valve.net/570/8013772923_851885893.dem.bz2,9332059.0,9018543.0,2024,90.0,4.0,2.058751629901384e+18,0.0,2.4900062662298813e+18,1.0,1524712001.0,1669589984.0,
23559,7977121556,'00111111','00000011',273,47,1974,1,111,2,10,16313,1,6710710019,,,36,False,2024-10-07 08:50:27,'0000011110100100','0000011000000110',21.0,29781348.0,912857.0,1.0,56,3.0,,,7352.0,6036.0,http://replay273.valve.net/570/7977121556_29781348.dem.bz2,8864178.0,8893837.0,2024,90.0,4.0,1.9990664418614085e+18,0.0,,0.0,1526386891.0,1470752474.0,
28434,8074134982,'00111111','00000111',181,50,2585,1,220,2,10,17366,1,6790311993,,,34,False,2024-12-09 11:07:59,'0000011110110110','0000000000000100',21.0,431820159.0,933388.0,1.0,56,8.0,,,118.0,13228.0,http://replay181.valve.net/570/8074134982_431820159.dem.bz2,8831040.0,9586420.0,2024,90.0,1.0,2.452865428987918e+18,0.0,1.81215997201601e+18,0.0,1835305917.0,131774502.0,
11583,7734239876,'00110000','00111111',187,13,1691,1,0,2,10,16274,1,6512423286,,,38,True,2024-05-12 13:44:59,'0000011100000000','0000011110111111',21.0,98825409.0,875318.0,0.0,54,8.0,-690.0,19841.0,,,http://replay187.valve.net/570/7734239876_98825409.dem.bz2,9427190.0,9426753.0,2024,90.0,5.0,2.5181527027534244e+18,0.0,2.484375407156045e+18,1.0,1294754109.0,1068521856.0,
11902,7740415320,'00111111','00001111',273,38,2043,1,117,2,10,16669,1,6517890489,,,10,False,2024-05-16 14:53:49,'0000011111110110','0000001000100100',21.0,151866524.0,876137.0,1.0,54,3.0,,,1249.0,24137.0,http://replay273.valve.net/570/7740415320_151866524.dem.bz2,9247354.0,7732977.0,2024,90.0,5.0,2.515893091079032e+18,1.0,2.31435057178187e+18,0.0,339235645.0,10366616.0,
19777,7907049647,'00111111','00000011',272,46,1819,1,59,2,10,16059,1,6653001769,,,41,False,2024-08-21 10:13:07,'0000011110110110','0000000000000110',21.0,386509898.0,899624.0,1.0,56,3.0,,,1972.0,19229.0,http://replay272.valve.net/570/7907049647_386509898.dem.bz2,8629315.0,9425660.0,2024,90.0,1.0,2.464108573202956e+18,1.0,1.9866814447137065e+18,1.0,1621469892.0,1170923497.0,
7920,7653833887,'00111011','00001111',272,32,2080,1,251,2,10,16109,1,6442253589,,,41,True,2024-03-25 00:28:06,'0000011111000100','0000011000110111',21.0,880515572.0,863056.0,1.0,54,3.0,1150.0,9924.0,,,http://replay272.valve.net/570/7653833887_880515572.dem.bz2,8849833.0,8987220.0,2024,90.0,4.0,,1.0,,1.0,192237622.0,845344315.0,
13480,7776645559,'00000000','00111111',272,11,2511,1,71,2,10,16740,1,6547320825,,,27,True,2024-06-04 10:00:01,'0000000000000000','0000011110110110',21.0,1326466478.0,880859.0,1.0,55,3.0,4468.0,10131.0,,,http://replay272.valve.net/570/7776645559_1326466478.dem.bz2,9360651.0,9338413.0,2024,90.0,1.0,2.453977469313883e+18,1.0,2.5237780983244155e+18,0.0,146711951.0,104334048.0,
23286,7970806336,'00111111','00111111',172,7,1179,1,103,2,10,17184,1,6705458109,,,39,True,2024-10-03 11:03:01,'0000011100100100','0000011111111111',21.0,1853114410.0,911390.0,1.0,56,7.0,-250.0,25641.0,,,http://replay172.valve.net/570/7970806336_1853114410.dem.bz2,9537647.0,9554242.0,2024,90.0,5.0,2.006965623883563e+18,0.0,2.479883856024065e+18,0.0,77144682.0,35874311.0,
14161,7791673742,'00000011','00111111',273,29,2340,1,0,2,10,15898,1,6559294623,,,56,True,2024-06-12 10:03:58,'0000011000000000','0000011110110110',21.0,1673261944.0,883229.0,1.0,55,3.0,199.0,21538.0,,,http://replay273.valve.net/570/7791673742_1673261944.dem.bz2,9162107.0,9454772.0,2024,90.0,5.0,2.0,1.0,2.052005325255229e+18,0.0,296702734.0,73073488.0,
22226,7957682910,'00111011','00111111',153,14,1724,1,45,2,10,17108,1,6694616982,,,23,True,2024-09-24 11:55:06,'0000011100000100','0000011110110110',21.0,725166685.0,908549.0,1.0,56,5.0,0.0,9835.0,,,http://replay153.valve.net/570/7957682910_725166685.dem.bz2,9500213.0,8597976.0,2024,90.0,5.0,,0.0,,0.0,184950344.0,196400041.0,
12739,7762412990,'00111111','00110011',274,57,2224,1,115,2,10,16059,1,6535944891,,,46,False,2024-05-28 06:36:41,'0000011110110110','0000000100000100',21.0,2127871461.0,879123.0,1.0,55,3.0,,,8152.0,19207.0,http://replay274.valve.net/570/7762412990_2127871461.dem.bz2,8629318.0,9426115.0,2024,90.0,1.0,2.471989872563605e+18,1.0,2.50801811205341e+18,1.0,176158708.0,1049956230.0,
27314,8046608758,'00111111','00111011',271,29,1257,1,18,2,10,17233,1,6767461971,,,17,False,2024-11-21 09:57:11,'0000011111111110','0000011110000110',21.0,1625941008.0,927901.0,1.0,56,3.0,,,0.0,6854.0,http://replay271.valve.net/570/8046608758_1625941008.dem.bz2,9425660.0,8629318.0,2024,90.0,5.0,,1.0,,1.0,1049956230.0,1621624406.0,
22421,7959152761,'00111111','00111111',273,34,2037,1,143,2,10,17091,1,6695836278,,,25,False,2024-09-25 13:00:25,'0000011110110110','0000000000110100',21.0,233444254.0,908868.0,1.0,56,3.0,,,4995.0,14501.0,http://replay273.valve.net/570/7959152761_233444254.dem.bz2,9338413.0,2586976.0,2024,90.0,1.0,,0.0,,1.0,88271237.0,58513047.0,
17557,7863605038,'00110011','00111111',272,29,2110,1,94,2,10,16059,1,6617338923,,,46,True,2024-07-25 05:29:13,'0000001110000110','0000011110110111',21.0,1229342790.0,893142.0,1.0,55,3.0,4389.0,18206.0,,,http://replay272.valve.net/570/7863605038_1229342790.dem.bz2,8629005.0,9426115.0,2024,90.0,5.0,2.471989872563605e+18,1.0,1.9720440230379745e+18,1.0,176158708.0,928499811.0,
8131,7656417797,'00111111','00110011',183,43,1884,1,6,2,10,15901,1,6444478515,,,28,False,2024-03-26 17:30:11,'0000011111110100','0000000100000110',21.0,652076447.0,863513.0,1.0,54,8.0,,,0.0,8697.0,http://replay183.valve.net/570/7656417797_652076447.dem.bz2,9381131.0,9270745.0,2024,90.0,4.0,2.3075945391993805e+18,0.0,2.466356199630889e+18,0.0,1693205707.0,1691312598.0,
26129,8031082249,'00110011','00111111',274,4,1064,1,66,2,10,17299,1,6754594083,,,24,True,2024-11-11 15:50:11,'0000000100000100','0000011111111111',21.0,129259626.0,0.0,0.0,56,3.0,156.0,21732.0,,,http://replay274.valve.net/570/8031082249_129259626.dem.bz2,,9530669.0,2024,90.0,1.0,,0.0,,,196481318.0,1827539652.0,
7907,7653396100,'00110000','00111111',161,8,2693,1,53,2,10,16390,1,6441902724,,,21,True,2024-03-24 17:49:06,'0000000100000000','0000011110110100',21.0,980212994.0,862822.0,2.0,54,6.0,2022.0,17980.0,,,http://replay161.valve.net/570/7653396100_980212994.dem.bz2,7554697.0,8894818.0,2024,90.0,4.0,,1.0,,1.0,140297552.0,82262664.0,
16738,7841614800,'00111100','00010000',161,39,3100,1,21,2,10,16881,1,6599551664,,,19,False,2024-07-12 13:47:06,'0000000110000000','0000000000000000',21.0,382725425.0,890222.0,3.0,55,6.0,,,274.0,22035.0,http://replay161.valve.net/570/7841614800_382725425.dem.bz2,9303484.0,7119388.0,2024,90.0,1.0,1.839179120711952e+18,1.0,2.471984170520125e+18,1.0,321580662.0,81306398.0,
25518,8016882666,'00110011','00111111',271,22,1451,1,112,2,10,17233,1,6743263325,,,32,True,2024-11-03 05:15:30,'0000011110000110','0000011110110110',21.0,1417583079.0,921903.0,1.0,56,3.0,1834.0,6228.0,,,http://replay271.valve.net/570/8016882666_1417583079.dem.bz2,8629014.0,8629317.0,2024,90.0,4.0,2.2749473404090117e+18,1.0,2.0362241225902515e+18,1.0,1119908658.0,241467447.0,
23155,7967991374,'00110011','00110011',274,36,2811,1,90,2,10,15901,1,6703177946,,,47,True,2024-10-01 10:37:35,'0000000000000100','0000011000000100',21.0,1936415363.0,910830.0,1.0,56,3.0,2084.0,7540.0,,,http://replay274.valve.net/570/7967991374_1936415363.dem.bz2,9530867.0,9545682.0,2024,90.0,0.0,2.456239958004432e+18,0.0,2.425840025974721e+18,0.0,285284832.0,1810099486.0,
