no,time,type,key,slot,player_slot,match_id,leagueid,unit,data_year
426242,285.0,chatwheel,71,2.0,2.0,7718374515,16591,,2024
433465,703.0,chatwheel,41002,6.0,129.0,7724419838,16059,,2024
382797,1367.0,chatwheel,71,5.0,128.0,7690814428,15899,,2024
405956,1539.0,chatwheel,2,5.0,128.0,7704361053,15901,,2024
365986,299.0,chatwheel,71,0.0,0.0,7680761553,16059,,2024
424410,665.0,chatwheel,8,3.0,3.0,7717794851,16109,,2024
367543,-35.0,chat,gwr,1.0,1.0,7681871944,16443,,2024
411383,1905.0,chatwheel,71,5.0,128.0,7708341116,15899,,2024
424560,946.0,chatwheel,5,1.0,1.0,7717870995,16109,,2024
421479,1651.0,chatwheel,101005,7.0,130.0,7715739072,15898,,2024
442123,1105.0,chatwheel,7,6.0,129.0,7728870133,15901,,2024
435382,854.0,chatwheel,109002,9.0,132.0,7725491349,16586,,2024
420504,1421.0,chatwheel,3,1.0,1.0,7714935789,16059,,2024
353856,-41.0,chatwheel,23003,2.0,2.0,7675845862,16443,,2024
443374,1409.0,chatwheel,7,1.0,1.0,7729907599,16059,,2024
374273,-75.0,chatwheel,21003,7.0,130.0,7685871222,16274,,2024
426048,1326.0,chatwheel,2,0.0,0.0,7718329488,15901,,2024
374774,1902.0,chatwheel,65004,9.0,132.0,7686080097,15901,,2024
422861,1817.0,chatwheel,62,6.0,129.0,7716603570,16059,,2024
442452,925.0,chatwheel,7,7.0,130.0,7728979082,15901,,2024
424224,1106.0,chatwheel,7,1.0,1.0,7717607009,16109,,2024
356342,2482.0,chatwheel,71,9.0,132.0,7676571007,16483,,2024
360926,1801.0,chatwheel,7,2.0,2.0,7678783488,16109,,2024
377253,990.0,chatwheel,7,1.0,1.0,7687758066,15898,,2024
445795,971.0,chatwheel,3,0.0,0.0,7731007939,15901,,2024
413632,-11.0,chatwheel,7,5.0,128.0,7709524399,15901,,2024
372134,1583.0,chatwheel,120005,1.0,1.0,7684216500,16290,,2024
439274,2225.0,chatwheel,71,0.0,0.0,7727210813,15898,,2024
363375,2426.0,chatwheel,71,0.0,0.0,7679656977,16483,,2024
418028,444.0,chatwheel,7,7.0,130.0,7712625552,16109,,2024
398180,514.0,chatwheel,12,9.0,132.0,7701137365,15901,,2024
404256,1378.0,chatwheel,4,8.0,131.0,7703830320,16059,,2024
374242,1331.0,chatwheel,80,1.0,1.0,7685871060,15901,,2024
418589,1338.0,chatwheel,105002,6.0,129.0,7712890089,16443,,2024
363832,-73.0,chatwheel,21004,6.0,129.0,7679832490,15899,,2024
446643,-8.0,chatwheel,71,8.0,131.0,7731797545,16669,,2024
374998,382.0,chatwheel,2,3.0,3.0,7686198981,15901,,2024
413825,279.0,chatwheel,659,4.0,4.0,7709772208,16518,,2024
403017,923.0,chatwheel,659,4.0,4.0,7703248953,16518,,2024
370803,1624.0,chatwheel,52001,0.0,0.0,7683633660,16344,,2024
369629,-76.0,chatwheel,119002,0.0,0.0,7682544109,15898,,2024
382586,225.0,chatwheel,90,1.0,1.0,7690729856,15898,,2024
428135,243.0,chatwheel,7,1.0,1.0,7720422093,15901,,2024
415604,1457.0,chatwheel,5,9.0,132.0,7711008362,16312,,2024
427924,502.0,chatwheel,57001,5.0,128.0,7720095995,15901,,2024
364975,860.0,chatwheel,7,5.0,128.0,7680496954,16059,,2024
374034,2235.0,chat,gg,8.0,131.0,7685865404,16274,,2024
449013,2071.0,chat,GG,6.0,129.0,7733250309,16109,,2024
368025,1553.0,chatwheel,11,9.0,132.0,7681955181,16344,,2024
365727,3041.0,chatwheel,5,1.0,1.0,7680681153,15901,,2024
385175,1629.0,chatwheel,19001,8.0,131.0,7692124261,15899,,2024
354272,547.0,chatwheel,61,1.0,1.0,7675994487,16344,,2024
349944,1017.0,chatwheel,71,1.0,1.0,7674235265,16344,,2024
402875,-89.0,chatwheel,69,3.0,3.0,7703188840,15901,,2024
387147,1148.0,chatwheel,90,3.0,3.0,7693220167,15898,,2024
363502,259.0,chatwheel,0,8.0,131.0,7679700572,15901,,2024
424779,1925.0,chat,GG,4.0,4.0,7718009592,16059,,2024
372719,1187.0,chatwheel,23004,7.0,130.0,7684452824,15901,,2024
395527,-14.0,chatwheel,666,1.0,1.0,7699879554,15899,,2024
400818,1201.0,chatwheel,63,6.0,129.0,7702333315,15901,,2024
390004,540.0,chatwheel,657,3.0,3.0,7695017978,15898,,2024
414027,2684.0,chatwheel,15009,2.0,2.0,7710066098,16518,,2024
351869,462.0,chatwheel,2,0.0,0.0,7674730077,15901,,2024
448504,2748.0,chatwheel,71,1.0,1.0,7732688381,16669,,2024
445466,-87.0,chatwheel,51003,2.0,2.0,7730882275,16543,,2024
372387,910.0,chatwheel,7,3.0,3.0,7684266268,15901,,2024
359737,1293.0,chatwheel,7,0.0,0.0,7678154324,15901,,2024
422879,83.0,chatwheel,3002,8.0,131.0,7716634082,15901,,2024
418641,775.0,chatwheel,7,2.0,2.0,7712906650,16059,,2024
383502,1173.0,chatwheel,2,9.0,132.0,7691095135,16059,,2024
431017,1076.0,chat,пацаны не извеняются,0.0,0.0,7722579033,16274,,2024
363638,1013.0,chatwheel,1,6.0,129.0,7679771773,15901,,2024
410981,-48.0,chatwheel,64,9.0,132.0,7708000334,16290,,2024
404964,144.0,chatwheel,5,4.0,4.0,7703996024,16059,,2024
395531,827.0,chatwheel,71,6.0,129.0,7699879554,15899,,2024
546037,495.0,chatwheel,7,1.0,1.0,7789168442,16635,,2024
472474,984.0,chatwheel,7,8.0,131.0,7747163323,15901,,2024
481704,617.0,chatwheel,62,4.0,4.0,7753154022,15901,,2024
537045,2492.0,chatwheel,2002,4.0,4.0,7783870994,16705,,2024
463104,91.0,chat,gwr,2.0,2.0,7740957640,15901,,2024
541574,-26.0,chatwheel,7,3.0,3.0,7786950467,16844,,2024
534120,1375.0,chatwheel,7,1.0,1.0,7781793267,15901,,2024
543139,1430.0,chatwheel,7,4.0,4.0,7787800191,15901,,2024
549398,1361.0,chatwheel,7,9.0,132.0,7790463927,16059,,2024
531298,666.0,chatwheel,5,5.0,128.0,7779959032,15901,,2024
492490,1817.0,chatwheel,71,3.0,3.0,7762412990,16059,,2024
521035,1193.0,chatwheel,231,5.0,128.0,7774529305,16312,,2024
504066,-39.0,chatwheel,65,0.0,0.0,7765986401,16635,,2024
541117,1181.0,chatwheel,70,9.0,132.0,7786606071,16274,,2024
451011,1946.0,chatwheel,69003,2.0,2.0,7734120309,16669,,2024
508259,559.0,chatwheel,8002,3.0,3.0,7768249245,16059,,2024
471858,-82.0,chatwheel,53003,4.0,4.0,7746858819,16632,,2024
482668,910.0,chatwheel,71,1.0,1.0,7754001813,16059,,2024
496802,1197.0,chatwheel,656,3.0,3.0,7764574972,16740,,2024
540969,310.0,chatwheel,71,5.0,128.0,7786481804,16274,,2024
493839,1990.0,chatwheel,7,5.0,128.0,7763317164,15901,,2024
480810,2751.0,chatwheel,16,2.0,2.0,7751795029,15901,,2024
473953,929.0,chat,hes doing,8.0,131.0,7748044453,16632,,2024
461730,1270.0,chatwheel,96001,4.0,4.0,7740080779,16669,,2024
460205,1606.0,chatwheel,99001,0.0,0.0,7739115583,15901,,2024
490834,2490.0,chatwheel,656,6.0,129.0,7761053727,15901,,2024
525327,1566.0,chat,ut,8.0,131.0,7776691171,16740,,2024
480299,-63.0,chatwheel,5,3.0,3.0,7751192923,16059,,2024
535481,1719.0,chatwheel,597,2.0,2.0,7782202530,15901,,2024
510472,1999.0,chatwheel,7,7.0,130.0,7768779937,16740,,2024
472307,1130.0,chat,massive lag,9.0,132.0,7747061595,16632,,2024
462591,1134.0,chatwheel,71,3.0,3.0,7740718790,15899,,2024
481868,460.0,chatwheel,71,3.0,3.0,7753228127,15901,,2024
490592,129.0,chatwheel,5,9.0,132.0,7761007381,16059,,2024
517688,1134.0,chatwheel,2001,4.0,4.0,7773114213,16274,,2024
456364,1200.0,chat,gg,6.0,129.0,7737083758,16665,,2024
450354,2068.0,chatwheel,6,5.0,128.0,7733916727,16534,,2024
460177,90.0,chatwheel,7,2.0,2.0,7739115583,15901,,2024
516758,1833.0,chatwheel,71,9.0,132.0,7772763179,15901,,2024
475675,538.0,chatwheel,71,2.0,2.0,7748816746,16632,,2024
534969,-85.0,chatwheel,675,7.0,130.0,7782025418,15901,,2024
546570,102.0,chatwheel,7,7.0,130.0,7789396417,16635,,2024
491323,2894.0,chatwheel,54,5.0,128.0,7761457998,15901,,2024
480294,-74.0,chatwheel,7,3.0,3.0,7751192923,16059,,2024
524664,1073.0,chatwheel,7,6.0,129.0,7776334198,16312,,2024
548822,-47.0,chatwheel,46002,5.0,128.0,7790102367,16743,,2024
517052,-302.0,chat,ти че,9.0,132.0,7772894124,15901,,2024
486116,-70.0,chat,g,2.0,2.0,7757797247,16690,,2024
482513,43.0,chatwheel,28,6.0,129.0,7753680778,16059,,2024
465689,787.0,chatwheel,7,8.0,131.0,7742585697,16635,,2024
490601,143.0,chatwheel,5,9.0,132.0,7761007381,16059,,2024
476175,88.0,chat,G,5.0,128.0,7749105455,15899,,2024
477977,352.0,chat,g,9.0,132.0,7749723268,16632,,2024
458116,1009.0,chatwheel,62,8.0,131.0,7738304833,16059,,2024
506365,600.0,chatwheel,58003,3.0,3.0,7767053193,16730,,2024
525448,-47.0,chatwheel,10,0.0,0.0,7776723884,16059,,2024
504376,1268.0,chat,gg,0.0,0.0,7766233182,15922,,2024
470083,2373.0,chatwheel,106004,0.0,0.0,7745791163,16251,,2024
528085,271.0,chatwheel,14002,2.0,2.0,7778195490,16059,,2024
549622,1943.0,chatwheel,49003,5.0,128.0,7790598136,16844,,2024
464776,330.0,chatwheel,7,7.0,130.0,7742011088,16059,,2024
528166,1830.0,chat,gg wp,6.0,129.0,7778205665,16059,,2024
453090,1518.0,chat,gg,0.0,0.0,7735206381,16312,,2024
462368,-85.0,chat,glgl,5.0,128.0,7740519071,16669,,2024
549744,2626.0,chat,gg,5.0,128.0,7790665957,15901,,2024
514636,-74.0,chatwheel,51001,3.0,3.0,7771710404,16251,,2024
514723,1864.0,chatwheel,51001,3.0,3.0,7771710404,16251,,2024
531181,1001.0,chatwheel,675,5.0,128.0,7779947902,16059,,2024
457908,1714.0,chatwheel,7,5.0,128.0,7738183974,16635,,2024
541473,2046.0,chatwheel,5001,8.0,131.0,7786848623,16251,,2024
473748,-78.0,chatwheel,54002,3.0,3.0,7748006297,16059,,2024
505099,532.0,chatwheel,7,1.0,1.0,7766438178,15901,,2024
540090,840.0,chatwheel,7,5.0,128.0,7786138771,15901,,2024
539649,680.0,chatwheel,11001,0.0,0.0,7786016881,16843,,2024
457552,1518.0,chatwheel,7,8.0,131.0,7738008153,15901,,2024
527631,-46.0,chatwheel,7,3.0,3.0,7778033055,16635,,2024
489491,1743.0,chat,gg,0.0,0.0,7760271568,16312,,2024
504557,304.0,chatwheel,667,4.0,4.0,7766320321,15901,,2024
519486,1476.0,chat,че мб го вы афк встанете чтоб клок проебал,3.0,3.0,7773811740,16251,,2024
502165,-87.0,chat,gwr,8.0,131.0,7765514117,16740,,2024
511637,631.0,chatwheel,7,5.0,128.0,7769251583,15901,,2024
543774,190.0,chatwheel,5,5.0,128.0,7787994022,15901,,2024
459330,-77.0,chat,gpk!,5.0,128.0,7738629033,16669,,2024
546132,487.0,chatwheel,72003,1.0,1.0,7789223213,16844,,2024
473133,-811.0,chatwheel,1,6.0,129.0,7747506933,15899,,2024
500064,581.0,chat,у тебя в 4 раза больше птс,8.0,131.0,7765116903,16740,,2024
450646,584.0,chatwheel,71,2.0,2.0,7734054440,16274,,2024
471811,2234.0,chat,gg,5.0,128.0,7746803583,16632,,2024
468074,851.0,chat,gg,5.0,128.0,7744960304,16059,,2024
549210,4.0,chatwheel,7,3.0,3.0,7790368442,15898,,2024
502454,76.0,chatwheel,82003,6.0,129.0,7765608994,16740,,2024
544877,2375.0,chatwheel,120001,6.0,129.0,7788581147,16705,,2024
526972,-322.0,chat,так что не радуйся,8.0,131.0,7777467826,15901,,2024
531848,-52.0,chatwheel,596,5.0,128.0,7780092757,16814,,2024
452324,-43.0,chatwheel,112001,3.0,3.0,7734588981,15901,,2024
542548,5.0,chatwheel,51002,5.0,128.0,7787441838,16844,,2024
497482,284.0,chatwheel,657,1.0,1.0,7764911178,16730,,2024
540337,-19.0,chatwheel,11003,1.0,1.0,7786241003,16705,,2024
513565,970.0,chatwheel,7,7.0,130.0,7771179278,16740,,2024
501688,35.0,chatwheel,41005,0.0,0.0,7765395492,16740,,2024
462571,-76.0,chatwheel,123003,9.0,132.0,7740718790,15899,,2024
459732,1278.0,chatwheel,84001,4.0,4.0,7738757702,16059,,2024
545709,-54.0,chat,guten morgen,4.0,4.0,7789015589,15901,,2024
505022,1622.0,chatwheel,7,9.0,132.0,7766425572,16059,,2024
484495,1684.0,chatwheel,54,8.0,131.0,7755619641,15901,,2024
473841,955.0,chatwheel,2,7.0,130.0,7748031621,15901,,2024
485926,708.0,chatwheel,2,5.0,128.0,7757537652,16635,,2024
490245,745.0,chatwheel,656,7.0,130.0,7760820944,15901,,2024
493277,875.0,chatwheel,6,8.0,131.0,7762769265,16059,,2024
519027,2094.0,chatwheel,7,4.0,4.0,7773697838,16251,,2024
519865,1966.0,chat,ты тут просто для числа ,4.0,2.0,7773915115,16251,,2024
499412,-76.0,chatwheel,401378,7.0,130.0,7765054302,16740,,2024
495341,195.0,chatwheel,7,0.0,0.0,7764322544,16059,,2024
519055,415.0,chatwheel,7,1.0,1.0,7773731328,15901,,2024
464782,524.0,chatwheel,7,0.0,0.0,7742011088,16059,,2024
527272,-32.0,chatwheel,65001,1.0,128.0,7777633155,16251,,2024
480786,1881.0,chat,ь,2.0,2.0,7751795029,15901,,2024
545861,1154.0,chatwheel,67,1.0,1.0,7789100019,15901,,2024
527630,2019.0,chat,gg wp,4.0,4.0,7778002371,16635,,2024
499634,2479.0,chatwheel,7,1.0,1.0,7765086618,16740,,2024
496755,2342.0,chatwheel,7,5.0,128.0,7764570971,16059,,2024
512333,1823.0,chatwheel,7,6.0,129.0,7770056399,16635,,2024
469514,2558.0,chatwheel,71,1.0,1.0,7745495486,16669,,2024
546879,-82.0,chat,glhf,1.0,1.0,7789558350,16843,,2024
549538,-423.0,chatwheel,2,6.0,129.0,7790527177,16743,,2024
539185,1613.0,chatwheel,1,8.0,131.0,7785799245,16059,,2024
504439,689.0,chatwheel,7,7.0,130.0,7766250764,16059,,2024
505748,513.0,chatwheel,74,6.0,129.0,7766614090,15901,,2024
480576,632.0,chatwheel,7,7.0,130.0,7751514893,15901,,2024
491506,168.0,chatwheel,7,2.0,2.0,7761613805,15901,,2024
523055,1003.0,chatwheel,67,9.0,132.0,7775595435,15901,,2024
528858,476.0,chatwheel,1,3.0,3.0,7778402420,15901,,2024
510721,1338.0,chatwheel,119004,8.0,131.0,7768910485,16740,,2024
542976,109.0,chatwheel,7,0.0,0.0,7787753612,16312,,2024
547813,1118.0,chatwheel,71,5.0,128.0,7789795674,16312,,2024
544946,1832.0,chat,sec,4.0,4.0,7788635014,16743,,2024
450503,1891.0,chatwheel,71,3.0,3.0,7734048598,16669,,2024
504623,2326.0,chatwheel,74,0.0,0.0,7766320321,15901,,2024
475924,79.0,chatwheel,7,8.0,131.0,7748919492,16635,,2024
499504,2105.0,chatwheel,22002,8.0,131.0,7765054524,15901,,2024
544610,1110.0,chatwheel,30004,5.0,128.0,7788416651,16705,,2024
498008,1078.0,chat,3,8.0,131.0,7764951115,16740,,2024
527921,1136.0,chatwheel,20001,5.0,128.0,7778163391,16814,,2024
479347,240.0,chatwheel,1,3.0,3.0,7750594386,16635,,2024
544330,1882.0,chatwheel,7,3.0,3.0,7788181889,16705,,2024
492658,1789.0,chatwheel,76,8.0,131.0,7762513420,15901,,2024
516281,1433.0,chatwheel,1,3.0,3.0,7772550113,16059,,2024
513293,18.0,chatwheel,65,1.0,1.0,7770922820,15901,,2024
507133,1461.0,chatwheel,29006,1.0,1.0,7767577864,16730,,2024
496332,-31.0,chatwheel,71,1.0,1.0,7764532431,16740,,2024
464398,1623.0,chatwheel,123001,0.0,0.0,7741712144,15901,,2024
470331,765.0,chatwheel,7,7.0,130.0,7746101885,16635,,2024
492128,589.0,chatwheel,98003,0.0,0.0,7762132825,15899,,2024
516480,1482.0,chatwheel,7,7.0,130.0,7772613105,16059,,2024
450461,-89.0,chat,g?,5.0,128.0,7734043547,16534,,2024
547952,923.0,chatwheel,11001,9.0,132.0,7789817176,15898,,2024
509770,19.0,chatwheel,7,4.0,4.0,7768509024,16740,,2024
483353,643.0,chatwheel,63,9.0,132.0,7754719060,16632,,2024
504081,1942.0,chat,GG WP,3.0,3.0,7765986401,16635,,2024
536136,-753.0,chatwheel,74,6.0,129.0,7782936053,15901,,2024
503788,2663.0,chat,ggwp,8.0,131.0,7765916276,16740,,2024
459051,25.0,chatwheel,3002,3.0,3.0,7738557420,16669,,2024
527201,1184.0,chatwheel,7,4.0,4.0,7777571988,15901,,2024
491425,2421.0,chat,gege,5.0,128.0,7761548856,16730,,2024
465381,-69.0,chatwheel,129005,5.0,128.0,7742384681,15899,,2024
527773,1008.0,chatwheel,7,0.0,0.0,7778114044,16059,,2024
509670,-41.0,chatwheel,21001,5.0,128.0,7768508968,16740,,2024
474448,3681.0,chatwheel,71,0.0,0.0,7748219609,16632,,2024
511131,1482.0,chatwheel,7,3.0,3.0,7769003463,15901,,2024
530363,-86.0,chatwheel,7,4.0,4.0,7779319151,16251,,2024
524335,1842.0,chatwheel,70,2.0,2.0,7776125873,16635,,2024
545798,3023.0,chatwheel,71,4.0,4.0,7789024554,15899,,2024
488810,1047.0,chat,сука,8.0,131.0,7759553337,16251,,2024
454777,1664.0,chatwheel,7,7.0,130.0,7735784289,16059,,2024
464381,1172.0,chatwheel,231,0.0,0.0,7741712144,15901,,2024
538903,980.0,chatwheel,7,7.0,130.0,7785695872,16059,,2024
540519,1015.0,chatwheel,71,6.0,129.0,7786342351,16274,,2024
467654,12.0,chatwheel,658,8.0,131.0,7744634726,16059,,2024
496993,10.0,chat,HF HAW,8.0,131.0,7764683833,16740,,2024
539288,1414.0,chatwheel,10,6.0,129.0,7785863979,16059,,2024
451572,-88.0,chat,sry,2.0,2.0,7734284219,16274,,2024
472782,3417.0,chatwheel,66,7.0,130.0,7747284567,16632,,2024
514063,12.0,chatwheel,65006,7.0,130.0,7771549299,16740,,2024
532352,1399.0,chatwheel,74,1.0,1.0,7780388677,15901,,2024
449982,-43.0,chatwheel,71,2.0,2.0,7733790198,16669,,2024
474152,782.0,chatwheel,123003,9.0,132.0,7748098341,16632,,2024
479745,770.0,chat,constant mimo,5.0,128.0,7750937564,15901,,2024
474140,246.0,chat,w8,0.0,0.0,7748098341,16632,,2024
492072,563.0,chatwheel,7,2.0,2.0,7762131144,16635,,2024
515019,3252.0,chat,авще,1.0,128.0,7771806732,16251,,2024
466574,1993.0,chatwheel,71,1.0,1.0,7743492002,16669,,2024
485426,1298.0,chatwheel,54,4.0,4.0,7756320081,15901,,2024
512631,-858.0,chatwheel,662,6.0,129.0,7770528116,16740,,2024
505752,698.0,chatwheel,2,6.0,129.0,7766614090,15901,,2024
470068,1137.0,chatwheel,106004,0.0,0.0,7745791163,16251,,2024
468500,-120.0,chat,да ну,7.0,130.0,7745179937,16274,,2024
468382,454.0,chat,вылетело,8.0,131.0,7745168238,16274,,2024
518669,-87.0,chatwheel,7,7.0,130.0,7773653516,16740,,2024
450280,1008.0,chatwheel,94001,5.0,128.0,7733894222,15901,,2024
519233,2024.0,chatwheel,7,7.0,130.0,7773776868,16740,,2024
520505,1724.0,chatwheel,71,2.0,2.0,7774247053,16740,,2024
481445,83.0,chatwheel,66,1.0,1.0,7753029314,16059,,2024
476994,1659.0,chatwheel,7,1.0,1.0,7749422767,15901,,2024
542770,1204.0,chatwheel,78002,6.0,129.0,7787544676,16844,,2024
506812,2473.0,chat,gg,8.0,131.0,7767295255,16730,,2024
540675,1346.0,chat,uu,3.0,3.0,7786349559,16274,,2024
532730,1192.0,chatwheel,2,6.0,129.0,7780550976,15901,,2024
499647,-708.0,chat,my little brother),3.0,3.0,7765088264,16740,,2024
535074,1190.0,chatwheel,7,8.0,131.0,7782027770,16059,,2024
489385,1033.0,chatwheel,7,9.0,132.0,7760062114,16635,,2024
457536,891.0,chatwheel,35001,9.0,132.0,7738008153,15901,,2024
492851,994.0,chatwheel,74,1.0,1.0,7762572540,15901,,2024
455331,1151.0,chatwheel,1,0.0,0.0,7736476054,16109,,2024
538148,1150.0,chatwheel,74,5.0,128.0,7784862849,15901,,2024
491657,-82.0,chat,Xd,8.0,131.0,7761799453,15899,,2024
511750,1795.0,chat,GGS,1.0,1.0,7769327105,16059,,2024
462838,403.0,chatwheel,128001,4.0,4.0,7740880999,15901,,2024
516981,2108.0,chatwheel,126001,3.0,3.0,7772866588,16740,,2024
548434,1551.0,chatwheel,1,6.0,129.0,7789963281,16743,,2024
467700,1341.0,chatwheel,10,8.0,131.0,7744634726,16059,,2024
459458,265.0,chatwheel,667,9.0,132.0,7738659581,15901,,2024
517959,1350.0,chatwheel,111004,1.0,1.0,7773301476,16274,,2024
462642,1827.0,chatwheel,71,3.0,3.0,7740723197,16669,,2024
493964,710.0,chatwheel,657,6.0,129.0,7763378221,16730,,2024
539675,1.0,chatwheel,46001,6.0,129.0,7786035137,15898,,2024
526242,1184.0,chatwheel,6,6.0,129.0,7777138854,16059,,2024
533465,-483.0,chat,всем селом боялись,6.0,129.0,7781424601,15901,,2024
482797,1459.0,chatwheel,2,8.0,131.0,7754104289,16059,,2024
505956,775.0,chatwheel,5,4.0,4.0,7766732207,16312,,2024
465986,304.0,chatwheel,7,1.0,1.0,7742676919,16635,,2024
524410,390.0,chatwheel,7,8.0,131.0,7776189924,16635,,2024
467543,769.0,chatwheel,93001,5.0,128.0,7744556644,16059,,2024
511383,875.0,chatwheel,0,0.0,0.0,7769129737,15901,,2024
524560,1244.0,chatwheel,71,1.0,1.0,7776316152,16312,,2024
521479,91.0,chat,G,7.0,130.0,7774775540,16740,,2024
542123,645.0,chatwheel,7,3.0,3.0,7787290850,16635,,2024
535382,5.0,chatwheel,63001,8.0,131.0,7782163326,16705,,2024
520504,1722.0,chat,gg,4.0,4.0,7774247053,16740,,2024
453856,2509.0,chatwheel,1,5.0,128.0,7735451060,15901,,2024
543374,219.0,chatwheel,14003,6.0,129.0,7787900843,15901,,2024
474273,376.0,chatwheel,15004,7.0,130.0,7748130439,16632,,2024
526048,779.0,chatwheel,123001,4.0,4.0,7777041816,16740,,2024
474774,-35.0,chatwheel,25001,8.0,131.0,7748343007,15922,,2024
522861,802.0,chatwheel,74,6.0,129.0,7775518607,15901,,2024
542452,625.0,chatwheel,7,1.0,1.0,7787381274,16635,,2024
524224,1455.0,chatwheel,7,8.0,131.0,7776086345,16635,,2024
456342,1798.0,chatwheel,7,7.0,130.0,7737063376,16312,,2024
460926,1346.0,chatwheel,7,6.0,129.0,7739835679,16059,,2024
477253,1138.0,chatwheel,2,6.0,129.0,7749484001,15901,,2024
545795,2564.0,chatwheel,71,4.0,4.0,7789024554,15899,,2024
513632,1184.0,chatwheel,7,8.0,131.0,7771181710,15901,,2024
472134,268.0,chatwheel,2,7.0,130.0,7746931711,16059,,2024
539274,850.0,chatwheel,7,2.0,2.0,7785863979,16059,,2024
463375,1666.0,chatwheel,7,1.0,1.0,7741066082,16635,,2024
518028,1912.0,chatwheel,12,6.0,129.0,7773305681,15901,,2024
498180,188.0,chatwheel,7,3.0,3.0,7764956380,16740,,2024
504256,759.0,chatwheel,7,2.0,2.0,7766057342,16635,,2024
474242,2849.0,chatwheel,71,6.0,129.0,7748115228,16632,,2024
518589,-73.0,chat,surprise) ,6.0,129.0,7773638970,16740,,2024
463832,1598.0,chatwheel,7,1.0,1.0,7741336667,16059,,2024
546643,210.0,chatwheel,61,8.0,131.0,7789415714,16844,,2024
474998,857.0,chatwheel,6,5.0,128.0,7748443387,16059,,2024
513825,582.0,chatwheel,67,3.0,3.0,7771374454,15901,,2024
503017,832.0,chatwheel,7,0.0,0.0,7765804980,15901,,2024
470803,1855.0,chatwheel,7,9.0,132.0,7746456878,15901,,2024
469629,179.0,chatwheel,71,5.0,128.0,7745593537,16251,,2024
482586,724.0,chatwheel,231,5.0,128.0,7753872297,15901,,2024
528135,1777.0,chatwheel,675,5.0,128.0,7778195490,16059,,2024
515604,-628.0,chat,glhf,8.0,131.0,7772372186,16740,,2024
527924,-83.0,chatwheel,7,1.0,1.0,7778164057,16814,,2024
464975,1439.0,chatwheel,8,3.0,3.0,7742080479,16059,,2024
474034,1761.0,chatwheel,658,1.0,1.0,7748052488,16059,,2024
549013,-47.0,chatwheel,19001,8.0,131.0,7790241207,16705,,2024
468025,257.0,chatwheel,46004,1.0,1.0,7744926770,16534,,2024
465727,1704.0,chatwheel,7,7.0,130.0,7742585697,16635,,2024
485175,270.0,chatwheel,0,5.0,128.0,7755890806,15901,,2024
454272,-4.0,chatwheel,7,5.0,128.0,7735548531,16059,,2024
449944,1010.0,chatwheel,71,1.0,1.0,7733780886,16059,,2024
502875,2023.0,chatwheel,104003,6.0,129.0,7765798047,16740,,2024
487147,1970.0,chatwheel,138002,3.0,3.0,7758644765,16632,,2024
463502,1659.0,chatwheel,7,4.0,4.0,7741181102,16059,,2024
524779,-69.0,chat,go,3.0,3.0,7776392620,16059,,2024
472719,48.0,chatwheel,70,7.0,130.0,7747284567,16632,,2024
495527,1208.0,chatwheel,7,3.0,3.0,7764406719,16059,,2024
500818,809.0,chat,?????????,0.0,0.0,7765223882,16740,,2024
490004,1268.0,chat,gg,0.0,0.0,7760639736,15922,,2024
514027,1921.0,chatwheel,2,8.0,131.0,7771507950,15901,,2024
451869,3282.0,chatwheel,71,7.0,130.0,7734402796,16274,,2024
548504,435.0,chatwheel,17001,9.0,132.0,7789989176,15898,,2024
545466,890.0,chatwheel,98004,1.0,1.0,7788867941,16844,,2024
472387,2418.0,chatwheel,28006,7.0,130.0,7747085083,16632,,2024
459737,1353.0,chatwheel,7002,3.0,3.0,7738757702,16059,,2024
522879,1327.0,chatwheel,7,3.0,3.0,7775518607,15901,,2024
518641,-56.0,chatwheel,7,8.0,131.0,7773650827,15901,,2024
483502,1226.0,chatwheel,2,7.0,130.0,7754828991,15901,,2024
531017,1298.0,chat,GG,5.0,128.0,7779895609,16814,,2024
463638,199.0,chatwheel,7,5.0,128.0,7741268010,16059,,2024
510981,381.0,chatwheel,71,1.0,1.0,7769001015,15901,,2024
504964,-89.0,chat,电脑卡 重启再上,9.0,132.0,7766408020,16740,,2024
495531,1237.0,chatwheel,2,1.0,1.0,7764406719,16059,,2024
646037,625.0,chatwheel,7,9.0,132.0,7838728929,16635,,2024
572474,356.0,chatwheel,7,5.0,128.0,7803890018,16059,,2024
581704,569.0,chatwheel,7,7.0,130.0,7808008495,15901,,2024
637045,-87.0,chat,g,6.0,129.0,7833124138,15901,,2024
563104,351.0,chatwheel,95001,8.0,131.0,7799023258,15898,,2024
641574,414.0,chatwheel,126004,2.0,2.0,7836435810,15898,,2024
634120,933.0,chatwheel,7,6.0,129.0,7831396199,16881,,2024
643139,1835.0,chat,gg,4.0,4.0,7837408199,16059,,2024
649398,2843.0,chatwheel,97004,0.0,0.0,7840318651,16707,,2024
631298,-89.0,chat,the spound off,3.0,3.0,7830065815,16881,,2024
592490,2335.0,chat,gg,3.0,3.0,7812678303,16774,,2024
621035,784.0,chatwheel,64001,4.0,4.0,7825004047,16878,,2024
604066,2349.0,chatwheel,76,2.0,2.0,7817202269,16777,,2024
641117,-89.0,chat,g sry,0.0,0.0,7836131107,15898,,2024
551011,1706.0,chatwheel,71,1.0,1.0,7791359441,16059,,2024
